register_id,name,addresses_road_id,addresses_road_name,addresses_start_street_number,addresses_neighborhood_id,addresses_neighborhood_name,addresses_district_id,addresses_district_name,addresses_zip_code,addresses_town,addresses_main_address,secondary_filters_id,secondary_filters_name,secondary_filters_fullpath,secondary_filters_tree,secondary_filters_asia_id,geo_epgs_25831_x,geo_epgs_25831_y,geo_epgs_4326_lat,geo_epgs_4326_lon
?75990475891,Aparcament Roger de Flor,286504,C Roger de Flor,200,7,la Dreta de l'Eixample,2,Eixample,8013,BARCELONA,TRUE,63734068,Aparcaments,Planol BCN >> Transports i serveis relacionats >> Aparcaments >> Aparcaments,651,6.5103E+13,430834.294,4583383.563,41.39901714,2.172586419
?75990102953,Aparcament Condal,268003,C Provença,219,7,la Dreta de l'Eixample,2,Eixample,8008,BARCELONA,TRUE,63734068,Aparcaments,Planol BCN >> Transports i serveis relacionats >> Aparcaments >> Aparcaments,651,6.5103E+13,429678.2394,4582713.519,41.39288201,2.158836033
?75990102985,Aparcament Sabinus,268003,C Provença,228,8,l'Antiga Esquerra de l'Eixample,2,Eixample,8036,BARCELONA,TRUE,63734068,Aparcaments,Planol BCN >> Transports i serveis relacionats >> Aparcaments >> Aparcaments,651,6.5103E+13,429526.4409,4582534.04,41.39125223,2.157041345
?99400597334,"Punt d'Ancoratge de Bicicletes * C Sardenya, 400",76807,C Sardenya,400,33,el Baix Guinardó,7,Horta-Guinardó,8025,BARCELONA,TRUE,63736069,Punts d'ancoratge de bicicletes,Planol BCN >> Transports i serveis relacionats >> Bicis >> Punts d'ancoratge de bicicletes,651,6.5103E+13,430505.336,4584282.715,41.40708713,2.168548338
?99400597335,"Punt d'Ancoratge de Bicicletes * C Sardenya, 398",76807,C Sardenya,398,6,la Sagrada Família,2,Eixample,8025,BARCELONA,TRUE,63736069,Punts d'ancoratge de bicicletes,Planol BCN >> Transports i serveis relacionats >> Bicis >> Punts d'ancoratge de bicicletes,651,6.5103E+13,430529.8638,4584256.847,41.40685626,2.168844734
?99400597339,"Punt d'Ancoratge de Bicicletes * C Provença, 415",268003,C Provença,415,6,la Sagrada Família,2,Eixample,8025,BARCELONA,TRUE,63736069,Punts d'ancoratge de bicicletes,Planol BCN >> Transports i serveis relacionats >> Bicis >> Punts d'ancoratge de bicicletes,651,6.5103E+13,430882.7654,4583866.14,41.40336771,2.173111117
?99400597340,"Punt d'Ancoratge de Bicicletes * Pl Sagrada Família, 15",292201,Pl Sagrada Família,15,6,la Sagrada Família,2,Eixample,8025,BARCELONA,TRUE,63736069,Punts d'ancoratge de bicicletes,Planol BCN >> Transports i serveis relacionats >> Bicis >> Punts d'ancoratge de bicicletes,651,6.5103E+13,430895.3833,4583866.181,41.40336917,2.173262052
?99400597348,"Punt d'Ancoratge de Bicicletes * Rbla Badal, 165",30602,Rbla Badal,165,17,Sants - Badal,3,Sants-Montjuïc,8028,BARCELONA,TRUE,63736069,Punts d'ancoratge de bicicletes,Planol BCN >> Transports i serveis relacionats >> Bicis >> Punts d'ancoratge de bicicletes,651,6.5103E+13,427273.6002,4580772.724,41.37518821,2.130308671
?99400597351,"Punt d'Ancoratge de Bicicletes * Av Paral·lel, 173",198804,Av Paral·lel,173,11,el Poble-sec,3,Sants-Montjuïc,8004,BARCELONA,TRUE,63736069,Punts d'ancoratge de bicicletes,Planol BCN >> Transports i serveis relacionats >> Bicis >> Punts d'ancoratge de bicicletes,651,6.5103E+13,429387.9456,4580717.856,41.37488233,2.155596576
?99400597355,"Punt d'Ancoratge de Bicicletes * C Mestrança, 64",187706,C Mestrança,64,3,la Barceloneta,1,Ciutat Vella,8003,BARCELONA,TRUE,63736069,Punts d'ancoratge de bicicletes,Planol BCN >> Transports i serveis relacionats >> Bicis >> Punts d'ancoratge de bicicletes,651,6.5103E+13,432321.312,4580887.93,41.37666618,2.190652369
?75990397141,Aparcament Natapar,108856,C Emèrita Augusta,6,20,la Maternitat i Sant Ramon,4,Les Corts,8028,BARCELONA,TRUE,63734068,Aparcaments,Planol BCN >> Transports i serveis relacionats >> Aparcaments >> Aparcaments,651,6.5103E+13,426956.9431,4581188.816,41.3789071,2.126472238
?75990397154,Línies Aèries Aerolíneas Argentinas,169409,G.V. Corts Catalanes,632,7,la Dreta de l'Eixample,2,Eixample,8007,BARCELONA,TRUE,,,,,,430438.4611,4582262.574,41.38888662,2.167980399
?75990095173,Aparcament Isbert Matamala,237000,C Osi,45,23,Sarrià,5,Sarrià-Sant Gervasi,8034,BARCELONA,TRUE,63734068,Aparcaments,Planol BCN >> Transports i serveis relacionats >> Aparcaments >> Aparcaments,651,6.5103E+13,426629.0049,4583051.629,41.39565483,2.122325228
?75990170442,Aparcament Comercio Inmobiliario,349309,Rda Universitat,14,7,la Dreta de l'Eixample,2,Eixample,8007,BARCELONA,TRUE,63734068,Aparcaments,Planol BCN >> Transports i serveis relacionats >> Aparcaments >> Aparcaments,651,6.5103E+13,430357.8439,4582018.761,41.3866837,2.167044271
?75990547337,Aparcament Sereki Europea,177101,Via Laietana,61,2,el Barri Gòtic,1,Ciutat Vella,8003,BARCELONA,TRUE,63734068,Aparcaments,Planol BCN >> Transports i serveis relacionats >> Aparcaments >> Aparcaments,651,6.5103E+13,430904.5356,4582133.403,41.38776339,2.173569252
?75990210859,Aparcament Sub-Way,289105,C Rosselló,337,7,la Dreta de l'Eixample,2,Eixample,8037,BARCELONA,TRUE,63734068,Aparcaments,Planol BCN >> Transports i serveis relacionats >> Aparcaments >> Aparcaments,651,6.5103E+13,430313.512,4583626.361,41.40115897,2.166329106
?75990210870,Aparcament Car Berlin,40300,C Berlín,26,18,Sants,3,Sants-Montjuïc,8014,BARCELONA,TRUE,63734068,Aparcaments,Planol BCN >> Transports i serveis relacionats >> Aparcaments >> Aparcaments,651,6.5103E+13,427966.0682,4581607.328,41.38276746,2.138489381
?99400597260,"Punt d'Ancoratge de Bicicletes * Rda Guinardó, 49",152905,Rda Guinardó,49,33,el Baix Guinardó,7,Horta-Guinardó,8024,BARCELONA,TRUE,63736069,Punts d'ancoratge de bicicletes,Planol BCN >> Transports i serveis relacionats >> Bicis >> Punts d'ancoratge de bicicletes,651,6.5103E+13,430362.4133,4584910.682,41.41273064,2.16676628
?99400597268,"Punt d'Ancoratge de Bicicletes * Pg Sant Joan, 190",305100,Pg Sant Joan,190,32,el Camp d'en Grassot i Gràcia Nova,6,Gràcia,8037,BARCELONA,TRUE,63736069,Punts d'ancoratge de bicicletes,Planol BCN >> Transports i serveis relacionats >> Bicis >> Punts d'ancoratge de bicicletes,651,6.5103E+13,430138.3596,4583921.819,41.40380486,2.164199845
?99400597269,"Punt d'Ancoratge de Bicicletes * C Mallorca, 403",191204,C Mallorca,403,6,la Sagrada Família,2,Eixample,8013,BARCELONA,TRUE,63736069,Punts d'ancoratge de bicicletes,Planol BCN >> Transports i serveis relacionats >> Bicis >> Punts d'ancoratge de bicicletes,651,6.5103E+13,431115.8391,4583928.284,41.40394743,2.175892162
?99400597274,"Punt d'Ancoratge de Bicicletes * C Consell de Cent, 417",89004,C Consell de Cent,417,7,la Dreta de l'Eixample,2,Eixample,8009,BARCELONA,TRUE,63736069,Punts d'ancoratge de bicicletes,Planol BCN >> Transports i serveis relacionats >> Bicis >> Punts d'ancoratge de bicicletes,651,6.5103E+13,430805.5373,4583061.824,41.39611687,2.172279212
?99400597278,"Punt d'Ancoratge de Bicicletes * C Consell de Cent, 425",89004,C Consell de Cent,425,7,la Dreta de l'Eixample,2,Eixample,8009,BARCELONA,TRUE,63736069,Punts d'ancoratge de bicicletes,Planol BCN >> Transports i serveis relacionats >> Bicis >> Punts d'ancoratge de bicicletes,651,6.5103E+13,430826.1571,4583083.98,41.39631819,2.172523316
?99400597279,"Punt d'Ancoratge de Bicicletes * C Bruc, 104",49509,C Bruc,104,7,la Dreta de l'Eixample,2,Eixample,8009,BARCELONA,TRUE,63736069,Punts d'ancoratge de bicicletes,Planol BCN >> Transports i serveis relacionats >> Bicis >> Punts d'ancoratge de bicicletes,651,6.5103E+13,430442.5929,4583008.365,41.39560407,2.167944163
?99400597280,"Punt d'Ancoratge de Bicicletes * C Aragó, 311",18505,C Aragó,311,7,la Dreta de l'Eixample,2,Eixample,8009,BARCELONA,TRUE,63736069,Punts d'ancoratge de bicicletes,Planol BCN >> Transports i serveis relacionats >> Bicis >> Punts d'ancoratge de bicicletes,651,6.5103E+13,430535.383,4582990.757,41.3954535,2.169056039
?75990287474,Aparcament Adrional,155608,C Hercegovina,4,26,Sant Gervasi - Galvany,5,Sarrià-Sant Gervasi,8021,BARCELONA,TRUE,63734068,Aparcaments,Planol BCN >> Transports i serveis relacionats >> Aparcaments >> Aparcaments,651,6.5103E+13,427994.8065,4583710.979,41.40171678,2.138582947
?75990363690,Aparcament Arimar Activa *Mallorca,191204,C Mallorca,307,7,la Dreta de l'Eixample,2,Eixample,8037,BARCELONA,TRUE,63734068,Aparcaments,Planol BCN >> Transports i serveis relacionats >> Aparcaments >> Aparcaments,651,6.5103E+13,430353.8837,4583190.217,41.39723427,2.166862202
?99400597233,"Punt d'Ancoratge de Bicicletes * Av Diagonal, 582",144601,Av Diagonal,582,26,Sant Gervasi - Galvany,5,Sarrià-Sant Gervasi,8021,BARCELONA,TRUE,63736069,Punts d'ancoratge de bicicletes,Planol BCN >> Transports i serveis relacionats >> Bicis >> Punts d'ancoratge de bicicletes,651,6.5103E+13,428726.4486,4582814.001,41.39370324,2.147440425
?99400597243,"Punt d'Ancoratge de Bicicletes * C Aragó, 121",18505,C Aragó,121,9,la Nova Esquerra de l'Eixample,2,Eixample,8015,BARCELONA,TRUE,63736069,Punts d'ancoratge de bicicletes,Planol BCN >> Transports i serveis relacionats >> Bicis >> Punts d'ancoratge de bicicletes,651,6.5103E+13,429201.4122,4581678.913,41.38352185,2.153253908
?99400597249,"Punt d'Ancoratge de Bicicletes * C Floridablanca, 101",127704,C Floridablanca,101,10,Sant Antoni,2,Eixample,8015,BARCELONA,TRUE,63736069,Punts d'ancoratge de bicicletes,Planol BCN >> Transports i serveis relacionats >> Bicis >> Punts d'ancoratge de bicicletes,651,6.5103E+13,429812.8084,4581300.772,41.38016964,2.160609205
?99400597253,"Punt d'Ancoratge de Bicicletes * Av Mistral, 37",213908,Av Mistral,37,10,Sant Antoni,2,Eixample,8015,BARCELONA,TRUE,63736069,Punts d'ancoratge de bicicletes,Planol BCN >> Transports i serveis relacionats >> Bicis >> Punts d'ancoratge de bicicletes,651,6.5103E+13,429493.0435,4580920.023,41.3767124,2.156829727
?99400597256,"Punt d'Ancoratge de Bicicletes * C Floridablanca, 49",127704,C Floridablanca,49,10,Sant Antoni,2,Eixample,8015,BARCELONA,TRUE,63736069,Punts d'ancoratge de bicicletes,Planol BCN >> Transports i serveis relacionats >> Bicis >> Punts d'ancoratge de bicicletes,651,6.5103E+13,429533.8781,4581039.162,41.37778902,2.157304153
?92086012643,Fono-Taxi,11200,Almogàvers,68,66,el Parc i la Llacuna del Poblenou,10,Sant Martí,8018,BARCELONA,TRUE,,,,,,432074.588,4582933.905,41.39507293,2.187472772
?99400597759,"Punt d'Ancoratge de Bicicletes * Av Vallcarca, 240",158107,Av Vallcarca,240,28,Vallcarca i els Penitents,6,Gràcia,8023,BARCELONA,TRUE,63736069,Punts d'ancoratge de bicicletes,Planol BCN >> Transports i serveis relacionats >> Bicis >> Punts d'ancoratge de bicicletes,651,6.5103E+13,428208.582,4585609.636,41.41883631,2.14091486
?75990210826,Aparcament Gaylor,23403,C Aribau,63,8,l'Antiga Esquerra de l'Eixample,2,Eixample,8011,BARCELONA,TRUE,63734068,Aparcaments,Planol BCN >> Transports i serveis relacionats >> Aparcaments >> Aparcaments,651,6.5103E+13,429671.4695,4582248.056,41.38868916,2.158809108
?99400597768,"Punt d'Ancoratge de Bicicletes * Pl Gardunya, 15",140757,Pl Gardunya,15,1,el Raval,1,Ciutat Vella,8001,BARCELONA,TRUE,63736069,Punts d'ancoratge de bicicletes,Planol BCN >> Transports i serveis relacionats >> Bicis >> Punts d'ancoratge de bicicletes,651,6.5103E+13,430700.1207,4581415.329,41.38127833,2.171206681
?75990210835,Aparcament Roviralta,192900,C Manuel Angelon,8,27,el Putxet i el Farró,5,Sarrià-Sant Gervasi,8006,BARCELONA,TRUE,63734068,Aparcaments,Planol BCN >> Transports i serveis relacionats >> Aparcaments >> Aparcaments,651,6.5103E+13,428470.2069,4583880.152,41.40328289,2.144249685
?99400597772,"Punt d'Ancoratge de Bicicletes * C Reina Amàlia, 38",277809,C Reina Amàlia,38,1,el Raval,1,Ciutat Vella,8001,BARCELONA,TRUE,63736069,Punts d'ancoratge de bicicletes,Planol BCN >> Transports i serveis relacionats >> Bicis >> Punts d'ancoratge de bicicletes,651,6.5103E+13,430459.4822,4580858.926,41.37624621,2.168392893
?75990210838,Aparcament Car Si,349706,C Comte d'Urgell,85,9,la Nova Esquerra de l'Eixample,2,Eixample,8011,BARCELONA,TRUE,63734068,Aparcaments,Planol BCN >> Transports i serveis relacionats >> Aparcaments >> Aparcaments,651,6.5103E+13,429454.9528,4581654.916,41.38332799,2.156288713
?99400597773,"Punt d'Ancoratge de Bicicletes * C Sant Pau, 98",308505,C Sant Pau,98,1,el Raval,1,Ciutat Vella,8001,BARCELONA,TRUE,63736069,Punts d'ancoratge de bicicletes,Planol BCN >> Transports i serveis relacionats >> Bicis >> Punts d'ancoratge de bicicletes,651,6.5103E+13,430563.7581,4580907.634,41.37669392,2.169634182
?99400597776,"Punt d'Ancoratge de Bicicletes * C Comte Borrell, 21",87009,C Comte Borrell,21,10,Sant Antoni,2,Eixample,8015,BARCELONA,TRUE,63736069,Punts d'ancoratge de bicicletes,Planol BCN >> Transports i serveis relacionats >> Bicis >> Punts d'ancoratge de bicicletes,651,6.5103E+13,430070.3359,4580884.169,41.37643985,2.163736811
?99400597779,"Punt d'Ancoratge de Bicicletes * C Santa Mònica, 1",317801,C Santa Mònica,1,1,el Raval,1,Ciutat Vella,8001,BARCELONA,TRUE,63736069,Punts d'ancoratge de bicicletes,Planol BCN >> Transports i serveis relacionats >> Bicis >> Punts d'ancoratge de bicicletes,651,6.5103E+13,431068.1272,4580997.827,41.37754962,2.175654912
?99400597780,"Punt d'Ancoratge de Bicicletes * C Vila i Vilà, 84",361009,C Vila i Vilà,84,11,el Poble-sec,3,Sants-Montjuïc,8004,BARCELONA,TRUE,63736069,Punts d'ancoratge de bicicletes,Planol BCN >> Transports i serveis relacionats >> Bicis >> Punts d'ancoratge de bicicletes,651,6.5103E+13,430421.8236,4580666.692,41.37451156,2.16796466
?99400597782,"Punt d'Ancoratge de Bicicletes * C Cabanes, 54",52900,C Cabanes,54,11,el Poble-sec,3,Sants-Montjuïc,8004,BARCELONA,TRUE,63736069,Punts d'ancoratge de bicicletes,Planol BCN >> Transports i serveis relacionats >> Bicis >> Punts d'ancoratge de bicicletes,651,6.5103E+13,430546.6364,4580374.689,41.37189236,2.16949051
?99400597935,"Punt d'Ancoratge de Bicicletes * C Espronceda, 189",115603,C Espronceda,189,71,Provençals del Poblenou,10,Sant Martí,8018,BARCELONA,TRUE,63736069,Punts d'ancoratge de bicicletes,Planol BCN >> Transports i serveis relacionats >> Bicis >> Punts d'ancoratge de bicicletes,651,6.5103E+13,433065.4361,4584514.031,41.40938777,2.199149509
?99400597936,"Punt d'Ancoratge de Bicicletes * C Espronceda, 271",115603,C Espronceda,271,65,el Clot,10,Sant Martí,8018,BARCELONA,TRUE,63736069,Punts d'ancoratge de bicicletes,Planol BCN >> Transports i serveis relacionats >> Bicis >> Punts d'ancoratge de bicicletes,651,6.5103E+13,432656.754,4584929.369,41.41309446,2.194213996
?99400597944,"Punt d'Ancoratge de Bicicletes * C Joan d'Àustria, 65",171400,C Joan d'Àustria,65,66,el Parc i la Llacuna del Poblenou,10,Sant Martí,8005,BARCELONA,TRUE,63736069,Punts d'ancoratge de bicicletes,Planol BCN >> Transports i serveis relacionats >> Bicis >> Punts d'ancoratge de bicicletes,651,6.5103E+13,432344.9904,4582761.168,41.39353993,2.190726327
?99400597946,"Punt d'Ancoratge de Bicicletes * C Joan d'Àustria, 110",171400,C Joan d'Àustria,110,66,el Parc i la Llacuna del Poblenou,10,Sant Martí,8018,BARCELONA,TRUE,63736069,Punts d'ancoratge de bicicletes,Planol BCN >> Transports i serveis relacionats >> Bicis >> Punts d'ancoratge de bicicletes,651,6.5103E+13,432174.8021,4582957.741,41.39529607,2.188668752
?99400597947,"Punt d'Ancoratge de Bicicletes * C Joan Miró, 2",700661,C Joan Miró,2,67,la Vila Olímpica del Poblenou,10,Sant Martí,8005,BARCELONA,TRUE,63736069,Punts d'ancoratge de bicicletes,Planol BCN >> Transports i serveis relacionats >> Bicis >> Punts d'ancoratge de bicicletes,651,6.5103E+13,432794.7262,4582315.778,41.38956613,2.196154873
?99400597951,"Punt d'Ancoratge de Bicicletes * C Llacuna, 103",183603,C Llacuna,103,66,el Parc i la Llacuna del Poblenou,10,Sant Martí,8018,BARCELONA,TRUE,63736069,Punts d'ancoratge de bicicletes,Planol BCN >> Transports i serveis relacionats >> Bicis >> Punts d'ancoratge de bicicletes,651,6.5103E+13,432768.8031,4583881.956,41.4036701,2.195670941
?99400597609,"Punt d'Ancoratge de Bicicletes * Pl Àngel, 9999",16000,Pl Àngel,9999,2,el Barri Gòtic,1,Ciutat Vella,8002,BARCELONA,TRUE,63736069,Punts d'ancoratge de bicicletes,Planol BCN >> Transports i serveis relacionats >> Bicis >> Punts d'ancoratge de bicicletes,651,6.5103E+13,431312.5907,4581709.644,41.38398166,2.178497441
?99400597613,"Punt d'Ancoratge de Bicicletes * C Riera Alta, 73",282106,C Riera Alta,73,1,el Raval,1,Ciutat Vella,8001,BARCELONA,TRUE,63736069,Punts d'ancoratge de bicicletes,Planol BCN >> Transports i serveis relacionats >> Bicis >> Punts d'ancoratge de bicicletes,651,6.5103E+13,430060.1489,4581315.956,41.38032793,2.163565174
?99400597614,"Punt d'Ancoratge de Bicicletes * C Peu de la Creu, 6",254803,C Peu de la Creu,6,1,el Raval,1,Ciutat Vella,8001,BARCELONA,TRUE,63736069,Punts d'ancoratge de bicicletes,Planol BCN >> Transports i serveis relacionats >> Bicis >> Punts d'ancoratge de bicicletes,651,6.5103E+13,430400.6076,4581469.877,41.38174377,2.167618745
?99400597616,"Punt d'Ancoratge de Bicicletes * C Ferlandina, 10",122609,C Ferlandina,10,1,el Raval,1,Ciutat Vella,8001,BARCELONA,TRUE,63736069,Punts d'ancoratge de bicicletes,Planol BCN >> Transports i serveis relacionats >> Bicis >> Punts d'ancoratge de bicicletes,651,6.5103E+13,430294.8416,4581575.362,41.38268468,2.16634182
?99400597623,"Punt d'Ancoratge de Bicicletes * C Templers, 12",333003,C Templers,12,2,el Barri Gòtic,1,Ciutat Vella,8002,BARCELONA,TRUE,63736069,Punts d'ancoratge de bicicletes,Planol BCN >> Transports i serveis relacionats >> Bicis >> Punts d'ancoratge de bicicletes,651,6.5103E+13,431273.4351,4581458.32,41.38171471,2.178057691
?99400597628,"Punt d'Ancoratge de Bicicletes * Rda Sant Pau, 30",308709,Rda Sant Pau,30,1,el Raval,1,Ciutat Vella,8001,BARCELONA,TRUE,63736069,Punts d'ancoratge de bicicletes,Planol BCN >> Transports i serveis relacionats >> Bicis >> Punts d'ancoratge de bicicletes,651,6.5103E+13,430302.4587,4580860.339,41.37624535,2.16651514
?75990397213,Barna Taxi,197302,C Marina,82,66,el Parc i la Llacuna del Poblenou,10,Sant Martí,8018,BARCELONA,TRUE,,,,,,432205.8448,4582759.142,41.39350996,2.189062286
?92086026154,Aparcament BAMSA Plaça del Sol,326904,Pl Sol,5,31,la Vila de Gràcia,6,Gràcia,8012,BARCELONA,TRUE,63734068,Aparcaments,Planol BCN >> Transports i serveis relacionats >> Aparcaments >> Aparcaments,651,6.5103E+13,429507.3228,4583659.021,41.40138285,2.156681726
?92086026154,Aparcament BAMSA Plaça del Sol,326904,Pl Sol,5,31,la Vila de Gràcia,6,Gràcia,8012,BARCELONA,TRUE,63736072,Aparcament amb places per bicicletes,Planol BCN >> Transports i serveis relacionats >> Bicis >> Aparcament amb places per bicicletes,651,6.5103E+13,429507.3228,4583659.021,41.40138285,2.156681726
?99400597408,"Punt d'Ancoratge de Bicicletes * C Aragó, 604",18505,C Aragó,604,65,el Clot,10,Sant Martí,8018,BARCELONA,TRUE,63736069,Punts d'ancoratge de bicicletes,Planol BCN >> Transports i serveis relacionats >> Bicis >> Punts d'ancoratge de bicicletes,651,6.5103E+13,432126.2882,4584504.086,41.40921945,2.187915099
?99400597411,"Punt d'Ancoratge de Bicicletes * C València, 448",350308,C València,448,6,la Sagrada Família,2,Eixample,8013,BARCELONA,TRUE,63736069,Punts d'ancoratge de bicicletes,Planol BCN >> Transports i serveis relacionats >> Bicis >> Punts d'ancoratge de bicicletes,651,6.5103E+13,431189.8815,4583776.993,41.40259115,2.17679509
?99400597423,"Punt d'Ancoratge de Bicicletes * C Aragó, 511",18505,C Aragó,511,6,la Sagrada Família,2,Eixample,8013,BARCELONA,TRUE,63736069,Punts d'ancoratge de bicicletes,Planol BCN >> Transports i serveis relacionats >> Bicis >> Punts d'ancoratge de bicicletes,651,6.5103E+13,431626.2132,4584066.731,41.40523795,2.181981873
?99400597425,"Punt d'Ancoratge de Bicicletes * C València, 521",350308,C València,521,6,la Sagrada Família,2,Eixample,8013,BARCELONA,TRUE,63736069,Punts d'ancoratge de bicicletes,Planol BCN >> Transports i serveis relacionats >> Bicis >> Punts d'ancoratge de bicicletes,651,6.5103E+13,431534.646,4584163.688,41.40610342,2.180875511
?99400597426,"Punt d'Ancoratge de Bicicletes * C Mallorca, 473",191204,C Mallorca,473,6,la Sagrada Família,2,Eixample,8013,BARCELONA,TRUE,63736069,Punts d'ancoratge de bicicletes,Planol BCN >> Transports i serveis relacionats >> Bicis >> Punts d'ancoratge de bicicletes,651,6.5103E+13,431440.6519,4584256.539,41.40693168,2.179740551
?99400597429,"Punt d'Ancoratge de Bicicletes * C Còrsega, 612",90502,C Còrsega,612,6,la Sagrada Família,2,Eixample,8025,BARCELONA,TRUE,63736069,Punts d'ancoratge de bicicletes,Planol BCN >> Transports i serveis relacionats >> Bicis >> Punts d'ancoratge de bicicletes,651,6.5103E+13,431182.0534,4584523.035,41.40930983,2.17661662
?99400597430,"Punt d'Ancoratge de Bicicletes * C Cartagena, 283",68900,C Cartagena,283,6,la Sagrada Família,2,Eixample,8025,BARCELONA,TRUE,63736069,Punts d'ancoratge de bicicletes,Planol BCN >> Transports i serveis relacionats >> Bicis >> Punts d'ancoratge de bicicletes,651,6.5103E+13,431158.3436,4584547.122,41.40952474,2.176330229
?99400597437,"Punt d'Ancoratge de Bicicletes * C Casp, 116",71600,C Casp,116,5,el Fort Pienc,2,Eixample,8013,BARCELONA,TRUE,63736069,Punts d'ancoratge de bicicletes,Planol BCN >> Transports i serveis relacionats >> Bicis >> Punts d'ancoratge de bicicletes,651,6.5103E+13,431314.0124,4582937.897,41.39504428,2.178375168
?99400597444,"Punt d'Ancoratge de Bicicletes * Pg Gràcia, 35",148307,Pg Gràcia,35,7,la Dreta de l'Eixample,2,Eixample,8007,BARCELONA,TRUE,63736069,Punts d'ancoratge de bicicletes,Planol BCN >> Transports i serveis relacionats >> Bicis >> Punts d'ancoratge de bicicletes,651,6.5103E+13,430241.2259,4582534.3,41.39131689,2.165590233
?99400597446,"Punt d'Ancoratge de Bicicletes * Pl Urquinaona, 9998",232902,Pl Urquinaona,9998,7,la Dreta de l'Eixample,2,Eixample,8010,BARCELONA,TRUE,63736069,Punts d'ancoratge de bicicletes,Planol BCN >> Transports i serveis relacionats >> Bicis >> Punts d'ancoratge de bicicletes,651,6.5103E+13,430844.2221,4582252.029,41.38882663,2.17283439
?99400597447,"Punt d'Ancoratge de Bicicletes * Ptge Sant Bernat, 10",297602,Ptge Sant Bernat,10,1,el Raval,1,Ciutat Vella,8001,BARCELONA,TRUE,63736069,Punts d'ancoratge de bicicletes,Planol BCN >> Transports i serveis relacionats >> Bicis >> Punts d'ancoratge de bicicletes,651,6.5103E+13,430181.3117,4581753.942,41.38428325,2.164963588
?99400597455,"Punt d'Ancoratge de Bicicletes * C Riera Baixa, 3",282208,C Riera Baixa,3,1,el Raval,1,Ciutat Vella,8001,BARCELONA,TRUE,63736069,Punts d'ancoratge de bicicletes,Planol BCN >> Transports i serveis relacionats >> Bicis >> Punts d'ancoratge de bicicletes,651,6.5103E+13,430479.5029,4581284.779,41.38008347,2.168583441
?99400487035,Línies Aèries Qatar Airways,148307,Pg Gràcia,28,7,la Dreta de l'Eixample,2,Eixample,8007,BARCELONA,TRUE,,,,,,430416.8192,4582426.902,41.39036479,2.167702693
?99400652447,Estació de Bicing 516 *Sant Adrià - Formiga,295709,C Sant Adrià,88,59,el Bon Pastor,9,Sant Andreu,8030,BARCELONA,TRUE,,,,,,433178.5264,4587412.176,41.4354999,2.200182231
?99400597637,"Punt d'Ancoratge de Bicicletes * C Vila i Vilà, 15",361009,C Vila i Vilà,15,11,el Poble-sec,3,Sants-Montjuïc,8004,BARCELONA,TRUE,63736069,Punts d'ancoratge de bicicletes,Planol BCN >> Transports i serveis relacionats >> Bicis >> Punts d'ancoratge de bicicletes,651,6.5103E+13,430857.1234,4580475.23,41.37282464,2.173191413
?99400597641,"Punt d'Ancoratge de Bicicletes * C Dublín, 1",105701,C Dublín,1,61,la Sagrera,9,Sant Andreu,8027,BARCELONA,TRUE,63736069,Punts d'ancoratge de bicicletes,Planol BCN >> Transports i serveis relacionats >> Bicis >> Punts d'ancoratge de bicicletes,651,6.5103E+13,432090.7571,4586654.423,41.42858383,2.187248589
?99400597644,"Punt d'Ancoratge de Bicicletes * C Gran de Sant Andreu, 48",296202,C Gran de Sant Andreu,48,60,Sant Andreu,9,Sant Andreu,8030,BARCELONA,TRUE,63736069,Punts d'ancoratge de bicicletes,Planol BCN >> Transports i serveis relacionats >> Bicis >> Punts d'ancoratge de bicicletes,651,6.5103E+13,432347.4026,4586707.541,41.42908391,2.190313934
?99400597646,"Punt d'Ancoratge de Bicicletes * Pg Maragall, 9999",194406,Pg Maragall,9999,63,Navas,9,Sant Andreu,8041,BARCELONA,TRUE,63736069,Punts d'ancoratge de bicicletes,Planol BCN >> Transports i serveis relacionats >> Bicis >> Punts d'ancoratge de bicicletes,651,6.5103E+13,431526.8478,4585479.312,41.41795214,2.180633333
?99400597649,"Punt d'Ancoratge de Bicicletes * C Rogent, 79",286300,C Rogent,79,64,el Camp de l'Arpa del Clot,10,Sant Martí,8026,BARCELONA,TRUE,63736069,Punts d'ancoratge de bicicletes,Planol BCN >> Transports i serveis relacionats >> Bicis >> Punts d'ancoratge de bicicletes,651,6.5103E+13,431579.4365,4584788.348,41.41173334,2.181340707
?99400597657,"Punt d'Ancoratge de Bicicletes * C Gerard Piera, 3",700721,C Gerard Piera,3,19,les Corts,4,Les Corts,8028,BARCELONA,TRUE,63736069,Punts d'ancoratge de bicicletes,Planol BCN >> Transports i serveis relacionats >> Bicis >> Punts d'ancoratge de bicicletes,651,6.5103E+13,427182.4999,4581578.674,41.38243884,2.129122545
?99400598338,"Punt d'Ancoratge de Bicicletes * C Sant Antoni Maria Claret, 19",297001,C Sant Antoni Maria Claret,19,32,el Camp d'en Grassot i Gràcia Nova,6,Gràcia,8037,BARCELONA,TRUE,63736069,Punts d'ancoratge de bicicletes,Planol BCN >> Transports i serveis relacionats >> Bicis >> Punts d'ancoratge de bicicletes,651,6.5103E+13,430196.9241,4583963.422,41.40418465,2.16489562
