register_id,name,addresses_road_id,addresses_road_name,addresses_start_street_number,addresses_neighborhood_id,addresses_neighborhood_name,addresses_district_id,addresses_district_name,addresses_zip_code,addresses_town,addresses_main_address,secondary_filters_id,secondary_filters_name,secondary_filters_fullpath,secondary_filters_tree,secondary_filters_asia_id,geo_epgs_25831_x,geo_epgs_25831_y,geo_epgs_4326_lat,geo_epgs_4326_lon
?99400598556,"Punt d'Ancoratge de Bicicletes * C Aragó, 326",18505,C Aragó,326,7,la Dreta de l'Eixample,2,Eixample,8009,BARCELONA,TRUE,63736069,Punts d'ancoratge de bicicletes,Planol BCN >> Transports i serveis relacionats >> Bicis >> Punts d'ancoratge de bicicletes,651,6.5103E+13,430568.3567,4582992.3,41.39547024,2.169450257
?99400611448,Green bikes *Escudellers,112208,C Escudellers,48,2,el Barri Gòtic,1,Ciutat Vella,8002,BARCELONA,TRUE,63735068,Lloguer de vehicles,Planol BCN >> Transports i serveis relacionats >> Serveis relacionats >> Lloguer de vehicles,651,6.5103E+13,431230.4126,4581313.547,41.3804071,2.177559639
?99400598363,"Punt d'Ancoratge de Bicicletes * C Roger de Flor, 16",286504,C Roger de Flor,16,66,el Parc i la Llacuna del Poblenou,10,Sant Martí,8018,BARCELONA,TRUE,63736069,Punts d'ancoratge de bicicletes,Planol BCN >> Transports i serveis relacionats >> Bicis >> Punts d'ancoratge de bicicletes,651,6.5103E+13,431761.5922,4582422.468,41.39044007,2.183786689
?99400598367,"Punt d'Ancoratge de Bicicletes * C Salvador Espriu, 73",700662,C Salvador Espriu,73,67,la Vila Olímpica del Poblenou,10,Sant Martí,8005,BARCELONA,TRUE,63736069,Punts d'ancoratge de bicicletes,Planol BCN >> Transports i serveis relacionats >> Bicis >> Punts d'ancoratge de bicicletes,651,6.5103E+13,433132.6518,4582502.44,41.39127551,2.200175831
?99400598368,"Punt d'Ancoratge de Bicicletes * C Sancho de Ávila, 1",311703,C Sancho de Ávila,1,66,el Parc i la Llacuna del Poblenou,10,Sant Martí,8018,BARCELONA,TRUE,63736069,Punts d'ancoratge de bicicletes,Planol BCN >> Transports i serveis relacionats >> Bicis >> Punts d'ancoratge de bicicletes,651,6.5103E+13,432065.9411,4583129.863,41.39683714,2.187347363
?99400598371,"Punt d'Ancoratge de Bicicletes * C Selva de Mar, 57",322608,C Selva de Mar,57,71,Provençals del Poblenou,10,Sant Martí,8019,BARCELONA,TRUE,63736069,Punts d'ancoratge de bicicletes,Planol BCN >> Transports i serveis relacionats >> Bicis >> Punts d'ancoratge de bicicletes,651,6.5103E+13,433794.278,4584530.228,41.40959402,2.207867291
?99400600783,"Zona de Càrrega i Descàrrega * Pg Valldaura, 190",351901,Pg Valldaura,190,48,la Guineueta,8,Nou Barris,8042,BARCELONA,TRUE,,,,,,430711.9073,4587795.248,41.43874105,2.170617095
?99400598372,"Punt d'Ancoratge de Bicicletes * C Selva de Mar, 69",322608,C Selva de Mar,69,71,Provençals del Poblenou,10,Sant Martí,8019,BARCELONA,TRUE,63736069,Punts d'ancoratge de bicicletes,Planol BCN >> Transports i serveis relacionats >> Bicis >> Punts d'ancoratge de bicicletes,651,6.5103E+13,433721.6077,4584628.969,41.41047736,2.206987076
?99400600785,"Zona de Càrrega i Descàrrega * C Alsàcia, 3",11583,C Alsàcia,3,48,la Guineueta,8,Nou Barris,8042,BARCELONA,TRUE,,,,,,430746.6059,4587764.424,41.43846642,2.171035931
?99400598375,"Punt d'Ancoratge de Bicicletes * C Badajoz, 144",30500,C Badajoz,144,66,el Parc i la Llacuna del Poblenou,10,Sant Martí,8018,BARCELONA,TRUE,63736069,Punts d'ancoratge de bicicletes,Planol BCN >> Transports i serveis relacionats >> Bicis >> Punts d'ancoratge de bicicletes,651,6.5103E+13,432422.1345,4583674.156,41.40176944,2.19154712
?99400600793,"Zona de Càrrega i Descàrrega * C Piferrer, 112",255500,C Piferrer,112,45,Porta,8,Nou Barris,8016,BARCELONA,TRUE,,,,,,431371.758,4587200.02,41.43343672,2.178582364
?99400598381,"Punt d'Ancoratge de Bicicletes * C Veneçuela, 61",356202,C Veneçuela,61,71,Provençals del Poblenou,10,Sant Martí,8019,BARCELONA,TRUE,63736069,Punts d'ancoratge de bicicletes,Planol BCN >> Transports i serveis relacionats >> Bicis >> Punts d'ancoratge de bicicletes,651,6.5103E+13,433800.2389,4584642.39,41.41060472,2.207926335
?99400600796,"Zona de Càrrega i Descàrrega * Av Mare de Déu de Montserrat, 115",365702,Av Mare de Déu de Montserrat,115,35,el Guinardó,7,Horta-Guinardó,8024,BARCELONA,TRUE,,,,,,430556.4283,4585238.867,41.41570327,2.16904982
?99400598735,"Punt d'Ancoratge de Bicicletes * C Nàpols, 253",225500,C Nàpols,253,7,la Dreta de l'Eixample,2,Eixample,8025,BARCELONA,TRUE,63736069,Punts d'ancoratge de bicicletes,Planol BCN >> Transports i serveis relacionats >> Bicis >> Punts d'ancoratge de bicicletes,651,6.5103E+13,430662.4486,4583722.314,41.40205335,2.170492081
?99400600797,"Zona de Càrrega i Descàrrega * C Santa Amàlia, 26",312706,C Santa Amàlia,26,43,Horta,7,Horta-Guinardó,8031,BARCELONA,TRUE,,,,,,430135.9311,4586842.565,41.43011071,2.163833454
?99400598747,"Punt d'Ancoratge de Bicicletes * C Muntaner, 326",223606,C Muntaner,326,26,Sant Gervasi - Galvany,5,Sarrià-Sant Gervasi,8021,BARCELONA,TRUE,63736069,Punts d'ancoratge de bicicletes,Planol BCN >> Transports i serveis relacionats >> Bicis >> Punts d'ancoratge de bicicletes,651,6.5103E+13,428529.1244,4583248.491,41.39759901,2.145029044
?99400600285,"Zona de Càrrega i Descàrrega * C Huelva, 129",158504,C Huelva,129,73,la Verneda i la Pau,10,Sant Martí,8020,BARCELONA,TRUE,,,,,,433275.5228,4585868.874,41.42160792,2.201513456
?99400598750,"Punt d'Ancoratge de Bicicletes * Av Diagonal, 102",144601,Av Diagonal,102,71,Provençals del Poblenou,10,Sant Martí,8019,BARCELONA,TRUE,63736069,Punts d'ancoratge de bicicletes,Planol BCN >> Transports i serveis relacionats >> Bicis >> Punts d'ancoratge de bicicletes,651,6.5103E+13,433620.6667,4584380.78,41.40823367,2.205806666
?99400600289,"Zona de Càrrega i Descàrrega * C Pàdua, 76",240208,C Pàdua,76,27,el Putxet i el Farró,5,Sarrià-Sant Gervasi,8006,BARCELONA,TRUE,,,,,,428498.5665,4584048.278,41.40479966,2.144569071
?99400598753,"Punt d'Ancoratge de Bicicletes * C Luis Antúnez, 1",182000,C Luis Antúnez,1,31,la Vila de Gràcia,6,Gràcia,8006,BARCELONA,TRUE,63736069,Punts d'ancoratge de bicicletes,Planol BCN >> Transports i serveis relacionats >> Bicis >> Punts d'ancoratge de bicicletes,651,6.5103E+13,429470.1512,4583396.498,41.39901514,2.156267665
?99400600305,"Zona de Càrrega i Descàrrega * Via Augusta, 321",28000,Via Augusta,321,23,Sarrià,5,Sarrià-Sant Gervasi,8017,BARCELONA,TRUE,,,,,,426772.7964,4583459.075,41.39933762,2.123995815
?99400598757,"Punt d'Ancoratge de Bicicletes * Rbla Catalunya, 83",74506,Rbla Catalunya,83,7,la Dreta de l'Eixample,2,Eixample,8008,BARCELONA,TRUE,63736069,Punts d'ancoratge de bicicletes,Planol BCN >> Transports i serveis relacionats >> Bicis >> Punts d'ancoratge de bicicletes,651,6.5103E+13,429916.6661,4582646.541,41.39229958,2.161695465
?99400602938,"Zona de Càrrega i Descàrrega * C Casanova, 262",70607,C Casanova,262,26,Sant Gervasi - Galvany,5,Sarrià-Sant Gervasi,8021,BARCELONA,TRUE,,,,,,428730.2295,4582845.958,41.3939914,2.147481886
?99400599137,"Punt d'Ancoratge de Bicicletes * C Judici, 19",174001,C Judici,19,3,la Barceloneta,1,Ciutat Vella,8003,BARCELONA,TRUE,63736069,Punts d'ancoratge de bicicletes,Planol BCN >> Transports i serveis relacionats >> Bicis >> Punts d'ancoratge de bicicletes,651,6.5103E+13,432333.7049,4580884.104,41.37663277,2.190800985
?99400599150,"Punt d'Ancoratge de Bicicletes * Pas Sota Muralla, 3",247105,Pas Sota Muralla,3,4,"Sant Pere, Santa Caterina i la Ribera",1,Ciutat Vella,8003,BARCELONA,TRUE,63736069,Punts d'ancoratge de bicicletes,Planol BCN >> Transports i serveis relacionats >> Bicis >> Punts d'ancoratge de bicicletes,651,6.5103E+13,431690.6541,4581396.389,41.38119245,2.183053957
?99400602940,"Zona de Càrrega i Descàrrega * C Còrsega, 314",90502,C Còrsega,314,7,la Dreta de l'Eixample,2,Eixample,8037,BARCELONA,TRUE,,,,,,429815.3689,4583201.392,41.3972881,2.160419615
?99400599152,"Punt d'Ancoratge de Bicicletes * C Salvador Aulet, 1",294502,C Salvador Aulet,1,2,el Barri Gòtic,1,Ciutat Vella,8002,BARCELONA,TRUE,63736069,Punts d'ancoratge de bicicletes,Planol BCN >> Transports i serveis relacionats >> Bicis >> Punts d'ancoratge de bicicletes,651,6.5103E+13,431432.3315,4581585.912,41.38287745,2.179943405
?99400599157,"Punt d'Ancoratge de Bicicletes * C Escar, 1",354455,C Escar,1,3,la Barceloneta,1,Ciutat Vella,8039,BARCELONA,TRUE,63736069,Punts d'ancoratge de bicicletes,Planol BCN >> Transports i serveis relacionats >> Bicis >> Punts d'ancoratge de bicicletes,651,6.5103E+13,432151.3147,4580764.628,41.37554132,2.188633423
?99400602942,"Zona de Càrrega i Descàrrega * C Egipcíaques, 2",107707,C Egipcíaques,2,1,el Raval,1,Ciutat Vella,8001,BARCELONA,TRUE,,,,,,430546.2572,4581340.674,41.38059267,2.16937529
?99400598946,"Punt d'Ancoratge de Bicicletes * Pl Catalunya, 1",74404,Pl Catalunya,1,7,la Dreta de l'Eixample,2,Eixample,8002,BARCELONA,TRUE,63736069,Punts d'ancoratge de bicicletes,Planol BCN >> Transports i serveis relacionats >> Bicis >> Punts d'ancoratge de bicicletes,651,6.5103E+13,430575.0468,4581908.804,41.38571212,2.169654467
?99400602945,"Zona de Càrrega i Descàrrega * Pl Doctor Letamendi, 7",102805,Pl Doctor Letamendi,7,8,l'Antiga Esquerra de l'Eixample,2,Eixample,8007,BARCELONA,TRUE,,,,,,429838.0469,4582237.895,41.38861219,2.160802492
?99400598947,"Punt d'Ancoratge de Bicicletes * C Nil Fabra, 22",228100,C Nil Fabra,22,31,la Vila de Gràcia,6,Gràcia,8012,BARCELONA,TRUE,63736069,Punts d'ancoratge de bicicletes,Planol BCN >> Transports i serveis relacionats >> Bicis >> Punts d'ancoratge de bicicletes,651,6.5103E+13,429109.1866,4584187.256,41.40610545,2.151857376
?99400598952,"Punt d'Ancoratge de Bicicletes * C Escorial, 130",112004,C Escorial,130,32,el Camp d'en Grassot i Gràcia Nova,6,Gràcia,8024,BARCELONA,TRUE,63736069,Punts d'ancoratge de bicicletes,Planol BCN >> Transports i serveis relacionats >> Bicis >> Punts d'ancoratge de bicicletes,651,6.5103E+13,429741.8244,4584550.272,41.40943054,2.159383368
?99400602951,"Zona de Càrrega i Descàrrega * Rda Sant Antoni, 49",296508,Rda Sant Antoni,49,10,Sant Antoni,2,Eixample,8011,BARCELONA,TRUE,,,,,,430065.6258,4581632.205,41.38317676,2.163594169
?99400598953,"Punt d'Ancoratge de Bicicletes * Via Favència, 377",120807,Via Favència,377,53,la Trinitat Nova,8,Nou Barris,8033,BARCELONA,TRUE,63736069,Punts d'ancoratge de bicicletes,Planol BCN >> Transports i serveis relacionats >> Bicis >> Punts d'ancoratge de bicicletes,651,6.5103E+13,432052.3231,4588715.401,41.44714307,2.186556894
?99400598955,"Punt d'Ancoratge de Bicicletes * Ctra Vallvidrera a les Planes, 98",700059,Ctra Vallvidrera a les Planes,98,22,"Vallvidrera, el Tibidabo i les Planes",5,Sarrià-Sant Gervasi,8017,BARCELONA,TRUE,63736069,Punts d'ancoratge de bicicletes,Planol BCN >> Transports i serveis relacionats >> Bicis >> Punts d'ancoratge de bicicletes,651,6.5103E+13,424061.883,4586696.392,41.42824292,2.091163137
?99400602952,"Zona de Càrrega i Descàrrega * C Ortigosa, 8",236903,C Ortigosa,8,4,"Sant Pere, Santa Caterina i la Ribera",1,Ciutat Vella,8003,BARCELONA,TRUE,,,,,,431038.8862,4582198.018,41.38835688,2.175168665
?99400598957,"Punt d'Ancoratge de Bicicletes * Rda Guinardó, 10",152905,Rda Guinardó,10,32,el Camp d'en Grassot i Gràcia Nova,6,Gràcia,8024,BARCELONA,TRUE,63736069,Punts d'ancoratge de bicicletes,Planol BCN >> Transports i serveis relacionats >> Bicis >> Punts d'ancoratge de bicicletes,651,6.5103E+13,429962.2052,4584868.253,41.41231371,2.161983077
?99400598958,"Punt d'Ancoratge de Bicicletes * C Ballester, 85",33509,C Ballester,85,28,Vallcarca i els Penitents,6,Gràcia,8023,BARCELONA,TRUE,63736069,Punts d'ancoratge de bicicletes,Planol BCN >> Transports i serveis relacionats >> Bicis >> Punts d'ancoratge de bicicletes,651,6.5103E+13,428820.7413,4584512.079,41.40900552,2.148368557
?99400602953,"Zona de Càrrega i Descàrrega * C Alts Forns, 69",12600,C Alts Forns,69,13,la Marina de Port,3,Sants-Montjuïc,8038,BARCELONA,TRUE,,,,,,428187.7886,4578993.45,41.35924501,2.141450419
?99400598184,"Punt d'Ancoratge de Bicicletes * Pg Bonanova, 7",44709,Pg Bonanova,7,25,Sant Gervasi - la Bonanova,5,Sarrià-Sant Gervasi,8022,BARCELONA,TRUE,63736069,Punts d'ancoratge de bicicletes,Planol BCN >> Transports i serveis relacionats >> Bicis >> Punts d'ancoratge de bicicletes,651,6.5103E+13,427496.2082,4584199.289,41.40606997,2.132560248
?99400602956,"Zona de Càrrega i Descàrrega * Av Paral·lel, 186",198804,Av Paral·lel,186,10,Sant Antoni,2,Eixample,8015,BARCELONA,TRUE,,,,,,429203.3224,4580746.338,41.37512264,2.153385692
?99400598185,"Punt d'Ancoratge de Bicicletes * Pg Bonanova, 8",44709,Pg Bonanova,8,25,Sant Gervasi - la Bonanova,5,Sarrià-Sant Gervasi,8022,BARCELONA,TRUE,63736069,Punts d'ancoratge de bicicletes,Planol BCN >> Transports i serveis relacionats >> Bicis >> Punts d'ancoratge de bicicletes,651,6.5103E+13,427488.0723,4584210.148,41.40616704,2.132461619
?99400601568,"Zona de Càrrega i Descàrrega * Pg Zona Franca, 123",369408,Pg Zona Franca,123,13,la Marina de Port,3,Sants-Montjuïc,8038,BARCELONA,TRUE,,,,,,428103.9835,4578839.63,41.35785213,2.140466825
?99400598190,"Punt d'Ancoratge de Bicicletes * Pg Reina Elisenda de Montcada, 18",278007,Pg Reina Elisenda de Montcada,18,23,Sarrià,5,Sarrià-Sant Gervasi,8034,BARCELONA,TRUE,63736069,Punts d'ancoratge de bicicletes,Planol BCN >> Transports i serveis relacionats >> Bicis >> Punts d'ancoratge de bicicletes,651,6.5103E+13,426404.693,4583440.108,41.39913319,2.119595062
?99400601581,"Zona de Càrrega i Descàrrega * C Concili de Trento, 320",86200,C Concili de Trento,320,73,la Verneda i la Pau,10,Sant Martí,8020,BARCELONA,TRUE,,,,,,433784.3878,4585930.949,41.42220911,2.207595645
?99400598193,"Punt d'Ancoratge de Bicicletes * C Mare de Déu de Núria, 37",93307,C Mare de Déu de Núria,37,23,Sarrià,5,Sarrià-Sant Gervasi,8017,BARCELONA,TRUE,63736069,Punts d'ancoratge de bicicletes,Planol BCN >> Transports i serveis relacionats >> Bicis >> Punts d'ancoratge de bicicletes,651,6.5103E+13,426696.2462,4583513.33,41.3998193,2.123073591
?99400601960,"Zona de Càrrega i Descàrrega * Rbla Catalunya, 100",74506,Rbla Catalunya,100,7,la Dreta de l'Eixample,2,Eixample,8008,BARCELONA,TRUE,,,,,,429797.3802,4582795.475,41.39363057,2.160251506
?99400598194,"Punt d'Ancoratge de Bicicletes * Rda General Mitre, 233",143904,Rda General Mitre,233,27,el Putxet i el Farró,5,Sarrià-Sant Gervasi,8023,BARCELONA,TRUE,63736069,Punts d'ancoratge de bicicletes,Planol BCN >> Transports i serveis relacionats >> Bicis >> Punts d'ancoratge de bicicletes,651,6.5103E+13,428628.2973,4584162.061,41.40583598,2.146107565
?99400601962,"Zona de Càrrega i Descàrrega * C Còrsega, 285",90502,C Còrsega,285,7,la Dreta de l'Eixample,2,Eixample,8008,BARCELONA,TRUE,,,,,,429462.2624,4582878.625,41.39435015,2.156233631
?99400598195,"Punt d'Ancoratge de Bicicletes * C Mestre Nicolau, 21",188607,C Mestre Nicolau,21,26,Sant Gervasi - Galvany,5,Sarrià-Sant Gervasi,8021,BARCELONA,TRUE,63736069,Punts d'ancoratge de bicicletes,Planol BCN >> Transports i serveis relacionats >> Bicis >> Punts d'ancoratge de bicicletes,651,6.5103E+13,428362.0911,4582880.799,41.39427248,2.143074621
?99400601963,"Zona de Càrrega i Descàrrega * C Còrsega, 309",90502,C Còrsega,309,7,la Dreta de l'Eixample,2,Eixample,8008,BARCELONA,TRUE,,,,,,429561.2454,4582976.196,41.39523762,2.157406185
?99400598196,"Punt d'Ancoratge de Bicicletes * C Muntaner, 479",223606,C Muntaner,479,26,Sant Gervasi - Galvany,5,Sarrià-Sant Gervasi,8021,BARCELONA,TRUE,63736069,Punts d'ancoratge de bicicletes,Planol BCN >> Transports i serveis relacionats >> Bicis >> Punts d'ancoratge de bicicletes,651,6.5103E+13,427973.0507,4583810.021,41.40260686,2.138310921
?99400601965,"Zona de Càrrega i Descàrrega * C Provença, 234",268003,C Provença,234,8,l'Antiga Esquerra de l'Eixample,2,Eixample,8008,BARCELONA,TRUE,,,,,,429553.5546,4582557.69,41.39146761,2.157362878
?99400598199,"Punt d'Ancoratge de Bicicletes * Av Meridiana, 2",209900,Av Meridiana,2,66,el Parc i la Llacuna del Poblenou,10,Sant Martí,8018,BARCELONA,TRUE,63736069,Punts d'ancoratge de bicicletes,Planol BCN >> Transports i serveis relacionats >> Bicis >> Punts d'ancoratge de bicicletes,651,6.5103E+13,432041.4754,4582608.83,41.39214228,2.187113194
?99400601971,"Zona de Càrrega i Descàrrega * C Rosselló, 68",289105,C Rosselló,68,9,la Nova Esquerra de l'Eixample,2,Eixample,8029,BARCELONA,TRUE,,,,,,428806.299,4582011.01,41.38647807,2.148489858
?99400598201,"Punt d'Ancoratge de Bicicletes * Av Meridiana, 48",209900,Av Meridiana,48,66,el Parc i la Llacuna del Poblenou,10,Sant Martí,8018,BARCELONA,TRUE,63736069,Punts d'ancoratge de bicicletes,Planol BCN >> Transports i serveis relacionats >> Bicis >> Punts d'ancoratge de bicicletes,651,6.5103E+13,432045.5653,4583230.996,41.39774629,2.187092293
?99400601972,"Zona de Càrrega i Descàrrega * C Villarroel, 153",363809,C Villarroel,153,8,l'Antiga Esquerra de l'Eixample,2,Eixample,8036,BARCELONA,TRUE,,,,,,429261.8905,4582121.645,41.38751471,2.153925457
?99400598207,"Punt d'Ancoratge de Bicicletes * C Pallars, 172",242906,C Pallars,172,68,el Poblenou,10,Sant Martí,8005,BARCELONA,TRUE,63736069,Punts d'ancoratge de bicicletes,Planol BCN >> Transports i serveis relacionats >> Bicis >> Punts d'ancoratge de bicicletes,651,6.5103E+13,432835.4735,4583487.162,41.40011987,2.196512289
?99400600503,"Zona de Càrrega i Descàrrega * C Escultors Claperós, 46",113506,C Escultors Claperós,46,65,el Clot,10,Sant Martí,8018,BARCELONA,TRUE,,,,,,432220.7104,4584074.82,41.40536115,2.189092794
?99400598564,"Punt d'Ancoratge de Bicicletes * Rbla Raval, 17",701367,Rbla Raval,17,1,el Raval,1,Ciutat Vella,8001,BARCELONA,TRUE,63736069,Punts d'ancoratge de bicicletes,Planol BCN >> Transports i serveis relacionats >> Bicis >> Punts d'ancoratge de bicicletes,651,6.5103E+13,430547.4492,4581140.839,41.37879292,2.169412445
?99400600505,"Zona de Càrrega i Descàrrega * C Escultors Claperós, 36",113506,C Escultors Claperós,36,65,el Clot,10,Sant Martí,8018,BARCELONA,TRUE,,,,,,432230.7912,4584243.904,41.40688489,2.189194456
?99400598568,"Punt d'Ancoratge de Bicicletes * C Taulat, 117",332000,C Taulat,117,68,el Poblenou,10,Sant Martí,8005,BARCELONA,TRUE,63736069,Punts d'ancoratge de bicicletes,Planol BCN >> Transports i serveis relacionats >> Bicis >> Punts d'ancoratge de bicicletes,651,6.5103E+13,433647.8826,4583447.526,41.39983034,2.206234564
?99400600510,"Zona de Càrrega i Descàrrega * C Llull, 17",186703,C Llull,17,66,el Parc i la Llacuna del Poblenou,10,Sant Martí,8005,BARCELONA,TRUE,,,,,,432227.6836,4582558.299,41.39170287,2.189345966
?99400598572,"Punt d'Ancoratge de Bicicletes * Pg Sant Antoni, 18",296406,Pg Sant Antoni,18,18,Sants,3,Sants-Montjuïc,8014,BARCELONA,TRUE,63736069,Punts d'ancoratge de bicicletes,Planol BCN >> Transports i serveis relacionats >> Bicis >> Punts d'ancoratge de bicicletes,651,6.5103E+13,427835.8957,4580929.267,41.37664875,2.137013454
?99400600514,"Zona de Càrrega i Descàrrega * C Ample, 35",144204,C Ample,35,2,el Barri Gòtic,1,Ciutat Vella,8002,BARCELONA,TRUE,,,,,,431448.2044,4581350.21,41.38075591,2.180159887
?99400598579,"Punt d'Ancoratge de Bicicletes * C Hondures, 74",156509,C Hondures,74,61,la Sagrera,9,Sant Andreu,8027,BARCELONA,TRUE,63736069,Punts d'ancoratge de bicicletes,Planol BCN >> Transports i serveis relacionats >> Bicis >> Punts d'ancoratge de bicicletes,651,6.5103E+13,432086.4703,4585903.444,41.42181965,2.187281639
?99400600517,"Zona de Càrrega i Descàrrega * C Campins, 9",57609,C Campins,9,58,Baró de Viver,9,Sant Andreu,8030,BARCELONA,TRUE,,,,,,433129.6726,4588725.715,41.44732644,2.199452143
?99400598580,"Punt d'Ancoratge de Bicicletes * Av Diagonal, 101",144601,Av Diagonal,101,68,el Poblenou,10,Sant Martí,8005,BARCELONA,TRUE,63736069,Punts d'ancoratge de bicicletes,Planol BCN >> Transports i serveis relacionats >> Bicis >> Punts d'ancoratge de bicicletes,651,6.5103E+13,433467.9862,4584287.362,41.40737965,2.203990365
?99400602298,"Zona de Càrrega i Descàrrega * Pg Gràcia, 113",148307,Pg Gràcia,113,31,la Vila de Gràcia,6,Gràcia,8008,BARCELONA,TRUE,,,,,,429664.7584,4583168.072,41.39697484,2.158622
?99400600521,"Zona de Càrrega i Descàrrega * C Ca n'Oliva, 57",69700,C Ca n'Oliva,57,73,la Verneda i la Pau,10,Sant Martí,8020,BARCELONA,TRUE,,,,,,433589.2127,4586083.557,41.4235675,2.205243434
?99400598582,"Punt d'Ancoratge de Bicicletes * C Doctor Trueta, 127",367504,C Doctor Trueta,127,68,el Poblenou,10,Sant Martí,8005,BARCELONA,TRUE,63736069,Punts d'ancoratge de bicicletes,Planol BCN >> Transports i serveis relacionats >> Bicis >> Punts d'ancoratge de bicicletes,651,6.5103E+13,433010.8149,4582929.134,41.3951085,2.198671435
?99400602305,"Zona de Càrrega i Descàrrega * Pg Gràcia, 95",148307,Pg Gràcia,95,7,la Dreta de l'Eixample,2,Eixample,8008,BARCELONA,TRUE,,,,,,429847.8387,4582976.794,41.39526806,2.160834013
?99400599165,"Punt d'Ancoratge de Bicicletes * C Cartagena, 319",68900,C Cartagena,319,6,la Sagrada Família,2,Eixample,8025,BARCELONA,TRUE,63736069,Punts d'ancoratge de bicicletes,Planol BCN >> Transports i serveis relacionats >> Bicis >> Punts d'ancoratge de bicicletes,651,6.5103E+13,431014.247,4584704.755,41.41093214,2.174588356
?99400599170,"Punt d'Ancoratge de Bicicletes * C Consell de Cent, 435",89004,C Consell de Cent,435,7,la Dreta de l'Eixample,2,Eixample,8009,BARCELONA,TRUE,63736069,Punts d'ancoratge de bicicletes,Planol BCN >> Transports i serveis relacionats >> Bicis >> Punts d'ancoratge de bicicletes,651,6.5103E+13,430933.7361,4583187.749,41.39726206,2.17379824
?99400602311,"Zona de Càrrega i Descàrrega * C Perú, 28",253902,C Perú,28,71,Provençals del Poblenou,10,Sant Martí,8018,BARCELONA,TRUE,,,,,,432572.1579,4584170.656,41.40625387,2.193286413
?99400599180,"Punt d'Ancoratge de Bicicletes * C Bruc, 55",49509,C Bruc,55,7,la Dreta de l'Eixample,2,Eixample,8009,BARCELONA,TRUE,63736069,Punts d'ancoratge de bicicletes,Planol BCN >> Transports i serveis relacionats >> Bicis >> Punts d'ancoratge de bicicletes,651,6.5103E+13,430700.9684,4582725.364,41.39307747,2.171066962
?99400599182,"Punt d'Ancoratge de Bicicletes * C Bailèn, 131",31300,C Bailèn,131,7,la Dreta de l'Eixample,2,Eixample,8037,BARCELONA,TRUE,63736069,Punts d'ancoratge de bicicletes,Planol BCN >> Transports i serveis relacionats >> Bicis >> Punts d'ancoratge de bicicletes,651,6.5103E+13,430505.8422,4583340.321,41.39859935,2.168662585
?99400602313,"Zona de Càrrega i Descàrrega * C Mallorca, 373",191204,C Mallorca,373,6,la Sagrada Família,2,Eixample,8013,BARCELONA,TRUE,,,,,,430867.4606,4583692.779,41.401805,2.172947834
?99400599184,"Punt d'Ancoratge de Bicicletes * C Mallorca, 331",191204,C Mallorca,331,7,la Dreta de l'Eixample,2,Eixample,8037,BARCELONA,TRUE,63736069,Punts d'ancoratge de bicicletes,Planol BCN >> Transports i serveis relacionats >> Bicis >> Punts d'ancoratge de bicicletes,651,6.5103E+13,430491.1833,4583317.019,41.39838821,2.168489918
?99400602315,"Zona de Càrrega i Descàrrega * C Consell de Cent, 383",89004,C Consell de Cent,383,7,la Dreta de l'Eixample,2,Eixample,8009,BARCELONA,TRUE,,,,,,430574.3896,4582846.133,41.39415429,2.169539174
?99400602319,"Zona de Càrrega i Descàrrega * C Lepant, 244",178308,C Lepant,244,6,la Sagrada Família,2,Eixample,8013,BARCELONA,TRUE,,,,,,431368.4987,4583811.474,41.40291697,2.178927845
?99400602709,"Zona de Càrrega i Descàrrega * C Vilamarí, 21",362001,C Vilamarí,21,10,Sant Antoni,2,Eixample,8015,BARCELONA,TRUE,,,,,,429156.0468,4580854.525,41.37609288,2.152807768
?99400602710,"Zona de Càrrega i Descàrrega * C Consell de Cent, 89",89004,C Consell de Cent,89,9,la Nova Esquerra de l'Eixample,2,Eixample,8015,BARCELONA,TRUE,,,,,,428950.7037,4581254.464,41.37967689,2.150305534
?99400602713,"Zona de Càrrega i Descàrrega * C Castellbell, 19",72409,C Castellbell,19,60,Sant Andreu,9,Sant Andreu,8030,BARCELONA,TRUE,,,,,,431986.959,4587214.71,41.43362136,2.185943391
?99400602717,"Zona de Càrrega i Descàrrega * C Bolívia, 97",44403,C Bolívia,97,71,Provençals del Poblenou,10,Sant Martí,8018,BARCELONA,TRUE,,,,,,432683.6349,4584101.11,41.40563683,2.194627743
?99400599743,"Punt d'Ancoratge de Bicicletes * C Entença, 51",110803,C Entença,51,10,Sant Antoni,2,Eixample,8015,BARCELONA,TRUE,63736069,Punts d'ancoratge de bicicletes,Planol BCN >> Transports i serveis relacionats >> Bicis >> Punts d'ancoratge de bicicletes,651,6.5103E+13,429190.9825,4581018.469,41.37757255,2.153206351
?99400599744,"Punt d'Ancoratge de Bicicletes * C Diputació, 15",100800,C Diputació,15,9,la Nova Esquerra de l'Eixample,2,Eixample,8015,BARCELONA,TRUE,63736069,Punts d'ancoratge de bicicletes,Planol BCN >> Transports i serveis relacionats >> Bicis >> Punts d'ancoratge de bicicletes,651,6.5103E+13,429005.3832,4581112.115,41.37839963,2.150976064
