Any,Id_aforament,Mes,Codi_tipus_dia,Desc_tipus_dia,Valor_IMD
2024,20106,9,1,dilluns,579
2024,20106,9,2,laborables,686
2024,20106,9,3,divendres,668
2024,20106,9,4,dissabte,559
2024,20106,9,5,diumenge,513
2024,20106,10,1,dilluns,702
2024,20106,10,2,laborables,729
2024,20106,10,3,divendres,744
2024,20106,10,4,dissabte,490
2024,20106,10,5,diumenge,518
2024,20106,11,1,dilluns,562
2024,20106,11,2,laborables,673
2024,20106,11,3,divendres,687
2024,20106,11,4,dissabte,507
2024,20106,11,5,diumenge,519
2024,20106,12,1,dilluns,566
2024,20106,12,2,laborables,585
2024,20106,12,3,divendres,565
2024,20106,12,4,dissabte,428
2024,20106,12,5,diumenge,388
2024,20107,1,1,dilluns,165
2024,20107,1,2,laborables,173
2024,20107,1,3,divendres,141
2024,20107,1,4,dissabte,133
2024,20107,1,5,diumenge,120
2024,20107,2,1,dilluns,191
2024,20107,2,2,laborables,193
2024,20107,2,3,divendres,160
2024,20107,2,4,dissabte,135
2024,20107,2,5,diumenge,131
2024,20107,3,1,dilluns,133
2024,20107,3,2,laborables,170
2024,20107,3,3,divendres,171
2024,20107,3,4,dissabte,104
2024,20107,3,5,diumenge,94
2024,20107,4,1,dilluns,126
2024,20107,4,2,laborables,175
2024,20107,4,3,divendres,181
2024,20107,4,4,dissabte,157
2024,20107,4,5,diumenge,104
2024,20107,5,1,dilluns,175
2024,20107,5,2,laborables,185
2024,20107,5,3,divendres,176
2024,20107,5,4,dissabte,140
2024,20107,5,5,diumenge,136
2024,20107,6,1,dilluns,167
2024,20107,6,2,laborables,204
2024,20107,6,3,divendres,187
2024,20107,6,4,dissabte,156
2024,20107,6,5,diumenge,137
2024,20107,7,1,dilluns,171
2024,20107,7,2,laborables,217
2024,20107,7,3,divendres,197
2024,20107,7,4,dissabte,139
2024,20107,7,5,diumenge,136
2024,20107,8,1,dilluns,167
2024,20107,8,2,laborables,168
2024,20107,8,3,divendres,173
2024,20107,8,4,dissabte,148
2024,20107,8,5,diumenge,142
2024,20107,9,1,dilluns,165
2024,20107,9,2,laborables,194
2024,20107,9,3,divendres,194
2024,20107,9,4,dissabte,157
2024,20107,9,5,diumenge,150
2024,20107,10,1,dilluns,173
2024,20107,10,2,laborables,195
2024,20107,10,3,divendres,195
2024,20107,10,4,dissabte,119
2024,20107,10,5,diumenge,135
2024,20107,11,1,dilluns,135
2024,20107,11,2,laborables,179
2024,20107,11,3,divendres,193
2024,20107,11,4,dissabte,136
2024,20107,11,5,diumenge,122
2024,20107,12,1,dilluns,141
2024,20107,12,2,laborables,140
2024,20107,12,3,divendres,143
2024,20107,12,4,dissabte,92
2024,20107,12,5,diumenge,92
2024,20108,1,1,dilluns,393
2024,20108,1,2,laborables,422
2024,20108,1,3,divendres,377
2024,20108,1,4,dissabte,381
2024,20108,1,5,diumenge,300
2024,20108,2,1,dilluns,419
2024,20108,2,2,laborables,459
2024,20108,2,3,divendres,413
2024,20108,2,4,dissabte,333
2024,20108,2,5,diumenge,302
2024,20108,3,1,dilluns,361
2024,20108,3,2,laborables,434
2024,20108,3,3,divendres,449
2024,20108,3,4,dissabte,275
2024,20108,3,5,diumenge,238
2024,20108,4,1,dilluns,313
2024,20108,4,2,laborables,454
2024,20108,4,3,divendres,468
2024,20108,4,4,dissabte,352
2024,20108,4,5,diumenge,317
2024,20108,5,1,dilluns,453
2024,20108,5,2,laborables,479
2024,20108,5,3,divendres,492
2024,20108,5,4,dissabte,373
2024,20108,5,5,diumenge,340
2024,20108,6,1,dilluns,477
2024,20108,6,2,laborables,491
2024,20108,6,3,divendres,515
2024,20108,6,4,dissabte,375
2024,20108,6,5,diumenge,351
2024,20108,7,1,dilluns,452
2024,20108,7,2,laborables,517
2024,20108,7,3,divendres,496
2024,20108,7,4,dissabte,357
2024,20108,7,5,diumenge,362
2024,20108,8,1,dilluns,394
2024,20108,8,2,laborables,435
2024,20108,8,3,divendres,408
2024,20108,8,4,dissabte,335
2024,20108,8,5,diumenge,315
2024,20108,9,1,dilluns,490
2024,20108,9,2,laborables,483
2024,20108,9,3,divendres,484
2024,20108,9,4,dissabte,399
2024,20108,9,5,diumenge,333
2024,20108,10,1,dilluns,455
2024,20108,10,2,laborables,508
2024,20108,10,3,divendres,526
2024,20108,10,4,dissabte,359
2024,20108,10,5,diumenge,378
2024,20108,11,1,dilluns,446
2024,20108,11,2,laborables,492
2024,20108,11,3,divendres,505
2024,20108,11,4,dissabte,399
2024,20108,11,5,diumenge,356
2024,20108,12,1,dilluns,417
2024,20108,12,2,laborables,421
2024,20108,12,3,divendres,431
2024,20108,12,4,dissabte,321
2024,20108,12,5,diumenge,300
2024,20109,1,1,dilluns,369
2024,20109,1,2,laborables,391
2024,20109,1,3,divendres,350
2024,20109,1,4,dissabte,362
2024,20109,1,5,diumenge,263
2024,20109,2,1,dilluns,397
2024,20109,2,2,laborables,429
2024,20109,2,3,divendres,374
2024,20109,2,4,dissabte,313
2024,20109,2,5,diumenge,289
2024,20109,3,1,dilluns,351
2024,20109,3,2,laborables,427
2024,20109,3,3,divendres,413
2024,20109,3,4,dissabte,273
2024,20109,3,5,diumenge,215
2024,20109,4,1,dilluns,293
2024,20109,4,2,laborables,452
2024,20109,4,3,divendres,455
2024,20109,4,4,dissabte,356
2024,20109,4,5,diumenge,297
2024,20109,5,1,dilluns,444
2024,20109,5,2,laborables,463
2024,20109,5,3,divendres,483
2024,20109,5,4,dissabte,354
2024,20109,5,5,diumenge,335
2024,20109,6,1,dilluns,429
2024,20109,6,2,laborables,464
2024,20109,6,3,divendres,483
2024,20109,6,4,dissabte,348
2024,20109,6,5,diumenge,341
2024,20109,7,1,dilluns,419
2024,20109,7,2,laborables,491
2024,20109,7,3,divendres,459
2024,20109,7,4,dissabte,338
2024,20109,7,5,diumenge,348
2024,20109,8,1,dilluns,391
2024,20109,8,2,laborables,422
2024,20109,8,3,divendres,401
2024,20109,8,4,dissabte,324
2024,20109,8,5,diumenge,312
2024,20109,9,1,dilluns,437
2024,20109,9,2,laborables,474
2024,20109,9,3,divendres,467
2024,20109,9,4,dissabte,367
2024,20109,9,5,diumenge,327
2024,20109,10,1,dilluns,427
2024,20109,10,2,laborables,486
2024,20109,10,3,divendres,497
2024,20109,10,4,dissabte,337
2024,20109,10,5,diumenge,355
2024,20109,11,1,dilluns,425
2024,20109,11,2,laborables,469
2024,20109,11,3,divendres,475
2024,20109,11,4,dissabte,377
2024,20109,11,5,diumenge,345
2024,20109,12,1,dilluns,390
2024,20109,12,2,laborables,381
2024,20109,12,3,divendres,408
2024,20109,12,4,dissabte,295
2024,20109,12,5,diumenge,289
2024,2011,1,1,dilluns,16399
2024,2011,1,2,laborables,17357
2024,2011,1,3,divendres,17116
2024,2011,1,4,dissabte,15900
2024,2011,1,5,diumenge,10433
2024,2011,2,1,dilluns,27590
2024,2011,2,2,laborables,18022
2024,2011,2,3,divendres,18687
2024,2011,2,4,dissabte,23263
2024,2011,2,5,diumenge,24012
2024,2011,3,1,dilluns,14821
2024,2011,3,2,laborables,17023
2024,2011,3,3,divendres,16434
2024,2011,3,4,dissabte,16872
2024,2011,3,5,diumenge,10953
2024,2011,4,1,dilluns,Mesura no disponible
2024,2011,4,2,laborables,Mesura no disponible
2024,2011,4,3,divendres,Mesura no disponible
2024,2011,4,4,dissabte,Mesura no disponible
2024,2011,4,5,diumenge,Mesura no disponible
2024,2011,5,1,dilluns,16676
2024,2011,5,2,laborables,17462
2024,2011,5,3,divendres,17481
2024,2011,5,4,dissabte,13775
2024,2011,5,5,diumenge,10673
2024,2011,6,1,dilluns,16648
2024,2011,6,2,laborables,17264
2024,2011,6,3,divendres,19846
2024,2011,6,4,dissabte,18185
2024,2011,6,5,diumenge,13815
2024,2011,7,1,dilluns,23623
2024,2011,7,2,laborables,18237
2024,2011,7,3,divendres,18388
2024,2011,7,4,dissabte,12529
2024,2011,7,5,diumenge,11698
2024,2011,8,1,dilluns,17800
2024,2011,8,2,laborables,16655
2024,2011,8,3,divendres,14301
2024,2011,8,4,dissabte,11194
2024,2011,8,5,diumenge,9680
2024,2011,9,1,dilluns,17272
2024,2011,9,2,laborables,17980
2024,2011,9,3,divendres,18588
2024,2011,9,4,dissabte,13815
2024,2011,9,5,diumenge,10895
2024,2011,10,1,dilluns,16170
2024,2011,10,2,laborables,18419
2024,2011,10,3,divendres,19496
2024,2011,10,4,dissabte,15215
2024,2011,10,5,diumenge,11190
2024,2011,11,1,dilluns,16711
2024,2011,11,2,laborables,18179
2024,2011,11,3,divendres,18967
2024,2011,11,4,dissabte,14822
2024,2011,11,5,diumenge,11304
2024,2011,12,1,dilluns,17258
2024,2011,12,2,laborables,18078
2024,2011,12,3,divendres,17988
2024,2011,12,4,dissabte,14435
2024,2011,12,5,diumenge,11350
2024,20110,1,1,dilluns,992
2024,20110,1,2,laborables,966
2024,20110,1,3,divendres,869
2024,20110,1,4,dissabte,646
2024,20110,1,5,diumenge,545
2024,20110,2,1,dilluns,1074
2024,20110,2,2,laborables,1166
2024,20110,2,3,divendres,993
2024,20110,2,4,dissabte,675
2024,20110,2,5,diumenge,637
2024,20110,3,1,dilluns,890
2024,20110,3,2,laborables,1009
2024,20110,3,3,divendres,1065
2024,20110,3,4,dissabte,590
2024,20110,3,5,diumenge,497
2024,20110,4,1,dilluns,712
2024,20110,4,2,laborables,1176
2024,20110,4,3,divendres,1239
2024,20110,4,4,dissabte,797
2024,20110,4,5,diumenge,671
2024,20110,5,1,dilluns,1212
2024,20110,5,2,laborables,1263
2024,20110,5,3,divendres,1326
2024,20110,5,4,dissabte,899
2024,20110,5,5,diumenge,885
2024,20110,6,1,dilluns,1484
2024,20110,6,2,laborables,1287
2024,20110,6,3,divendres,1310
2024,20110,6,4,dissabte,869
2024,20110,6,5,diumenge,882
2024,20110,7,1,dilluns,1035
2024,20110,7,2,laborables,1209
2024,20110,7,3,divendres,1059
2024,20110,7,4,dissabte,670
2024,20110,7,5,diumenge,687
2024,20110,8,1,dilluns,725
2024,20110,8,2,laborables,759
2024,20110,8,3,divendres,716
2024,20110,8,4,dissabte,542
2024,20110,8,5,diumenge,518
2024,20110,9,1,dilluns,1216
2024,20110,9,2,laborables,1245
2024,20110,9,3,divendres,1271
2024,20110,9,4,dissabte,869
2024,20110,9,5,diumenge,895
2024,20110,10,1,dilluns,1237
2024,20110,10,2,laborables,1337
2024,20110,10,3,divendres,1382
2024,20110,10,4,dissabte,863
2024,20110,10,5,diumenge,859
2024,20110,11,1,dilluns,1119
2024,20110,11,2,laborables,1270
2024,20110,11,3,divendres,1329
2024,20110,11,4,dissabte,866
2024,20110,11,5,diumenge,831
2024,20110,12,1,dilluns,1068
2024,20110,12,2,laborables,1081
2024,20110,12,3,divendres,1106
2024,20110,12,4,dissabte,790
2024,20110,12,5,diumenge,667
2024,20111,1,1,dilluns,888
2024,20111,1,2,laborables,905
2024,20111,1,3,divendres,810
2024,20111,1,4,dissabte,585
2024,20111,1,5,diumenge,456
2024,20111,2,1,dilluns,938
2024,20111,2,2,laborables,1054
2024,20111,2,3,divendres,890
2024,20111,2,4,dissabte,600
2024,20111,2,5,diumenge,541
2024,20111,3,1,dilluns,809
2024,20111,3,2,laborables,916
2024,20111,3,3,divendres,948
2024,20111,3,4,dissabte,520
2024,20111,3,5,diumenge,448
2024,20111,4,1,dilluns,652
2024,20111,4,2,laborables,1037
2024,20111,4,3,divendres,1099
2024,20111,4,4,dissabte,706
2024,20111,4,5,diumenge,551
2024,20111,5,1,dilluns,1040
2024,20111,5,2,laborables,1126
2024,20111,5,3,divendres,1156
2024,20111,5,4,dissabte,750
2024,20111,5,5,diumenge,717
2024,20111,6,1,dilluns,1205
2024,20111,6,2,laborables,1120
2024,20111,6,3,divendres,1080
2024,20111,6,4,dissabte,722
2024,20111,6,5,diumenge,667
2024,20111,7,1,dilluns,905
2024,20111,7,2,laborables,1020
2024,20111,7,3,divendres,948
2024,20111,7,4,dissabte,575
2024,20111,7,5,diumenge,575
2024,20111,8,1,dilluns,628
2024,20111,8,2,laborables,631
2024,20111,8,3,divendres,590
2024,20111,8,4,dissabte,458
2024,20111,8,5,diumenge,415
2024,20111,9,1,dilluns,1041
2024,20111,9,2,laborables,1097
2024,20111,9,3,divendres,1116
2024,20111,9,4,dissabte,786
2024,20111,9,5,diumenge,750
2024,20111,10,1,dilluns,1120
2024,20111,10,2,laborables,1157
2024,20111,10,3,divendres,1229
2024,20111,10,4,dissabte,730
2024,20111,10,5,diumenge,734
2024,20111,11,1,dilluns,961
2024,20111,11,2,laborables,1119
2024,20111,11,3,divendres,1159
2024,20111,11,4,dissabte,761
2024,20111,11,5,diumenge,717
2024,20111,12,1,dilluns,967
2024,20111,12,2,laborables,1011
2024,20111,12,3,divendres,1050
2024,20111,12,4,dissabte,715
2024,20111,12,5,diumenge,566
2024,20112,1,1,dilluns,2198
2024,20112,1,2,laborables,2225
2024,20112,1,3,divendres,2130
2024,20112,1,4,dissabte,2015
2024,20112,1,5,diumenge,1707
2024,20112,2,1,dilluns,2328
2024,20112,2,2,laborables,2587
2024,20112,2,3,divendres,2285
2024,20112,2,4,dissabte,2156
2024,20112,2,5,diumenge,1933
2024,20112,3,1,dilluns,Mesura no disponible
2024,20112,3,2,laborables,Mesura no disponible
2024,20112,3,3,divendres,Mesura no disponible
2024,20112,3,4,dissabte,Mesura no disponible
2024,20112,3,5,diumenge,Mesura no disponible
2024,20112,4,1,dilluns,1810
2024,20112,4,2,laborables,2266
2024,20112,4,3,divendres,2814
2024,20112,4,4,dissabte,2341
2024,20112,4,5,diumenge,2016
2024,20112,5,1,dilluns,Mesura no disponible
2024,20112,5,2,laborables,Mesura no disponible
2024,20112,5,3,divendres,Mesura no disponible
2024,20112,5,4,dissabte,Mesura no disponible
2024,20112,5,5,diumenge,Mesura no disponible
2024,20112,6,1,dilluns,Mesura no disponible
2024,20112,6,2,laborables,Mesura no disponible
2024,20112,6,3,divendres,Mesura no disponible
2024,20112,6,4,dissabte,Mesura no disponible
2024,20112,6,5,diumenge,Mesura no disponible
2024,20112,7,1,dilluns,Mesura no disponible
2024,20112,7,2,laborables,Mesura no disponible
2024,20112,7,3,divendres,Mesura no disponible
2024,20112,7,4,dissabte,Mesura no disponible
2024,20112,7,5,diumenge,Mesura no disponible
2024,20112,8,1,dilluns,2258
2024,20112,8,2,laborables,2468
2024,20112,8,3,divendres,2391
2024,20112,8,4,dissabte,2311
2024,20112,8,5,diumenge,2095
2024,20112,9,1,dilluns,2567
2024,20112,9,2,laborables,2611
2024,20112,9,3,divendres,2500
2024,20112,9,4,dissabte,2236
2024,20112,9,5,diumenge,2057
2024,20112,10,1,dilluns,2486
2024,20112,10,2,laborables,2798
2024,20112,10,3,divendres,2952
2024,20112,10,4,dissabte,2196
2024,20112,10,5,diumenge,2333
2024,20112,11,1,dilluns,2219
2024,20112,11,2,laborables,2595
2024,20112,11,3,divendres,2739
2024,20112,11,4,dissabte,2280
2024,20112,11,5,diumenge,2076
2024,20112,12,1,dilluns,1625
2024,20112,12,2,laborables,2125
2024,20112,12,3,divendres,2199
2024,20112,12,4,dissabte,1981
2024,20112,12,5,diumenge,1471
2024,20113,1,1,dilluns,1643
2024,20113,1,2,laborables,1627
2024,20113,1,3,divendres,1558
2024,20113,1,4,dissabte,1485
2024,20113,1,5,diumenge,1275
2024,20113,2,1,dilluns,1632
2024,20113,2,2,laborables,1892
2024,20113,2,3,divendres,1691
2024,20113,2,4,dissabte,1556
2024,20113,2,5,diumenge,1451
2024,20113,3,1,dilluns,Mesura no disponible
2024,20113,3,2,laborables,Mesura no disponible
2024,20113,3,3,divendres,Mesura no disponible
2024,20113,3,4,dissabte,Mesura no disponible
2024,20113,3,5,diumenge,Mesura no disponible
2024,20113,4,1,dilluns,1305
2024,20113,4,2,laborables,1876
2024,20113,4,3,divendres,1926
2024,20113,4,4,dissabte,1652
2024,20113,4,5,diumenge,1462
2024,20113,5,1,dilluns,Mesura no disponible
2024,20113,5,2,laborables,Mesura no disponible
2024,20113,5,3,divendres,Mesura no disponible
2024,20113,5,4,dissabte,Mesura no disponible
2024,20113,5,5,diumenge,Mesura no disponible
2024,20113,6,1,dilluns,Mesura no disponible
2024,20113,6,2,laborables,Mesura no disponible
2024,20113,6,3,divendres,Mesura no disponible
2024,20113,6,4,dissabte,Mesura no disponible
2024,20113,6,5,diumenge,Mesura no disponible
2024,20113,7,1,dilluns,Mesura no disponible
2024,20113,7,2,laborables,Mesura no disponible
2024,20113,7,3,divendres,Mesura no disponible
2024,20113,7,4,dissabte,Mesura no disponible
2024,20113,7,5,diumenge,Mesura no disponible
2024,20113,8,1,dilluns,1667
2024,20113,8,2,laborables,1787
2024,20113,8,3,divendres,1732
2024,20113,8,4,dissabte,1663
2024,20113,8,5,diumenge,1517
2024,20113,9,1,dilluns,1822
2024,20113,9,2,laborables,1899
2024,20113,9,3,divendres,1840
2024,20113,9,4,dissabte,1655
2024,20113,9,5,diumenge,1535
2024,20113,10,1,dilluns,1839
2024,20113,10,2,laborables,1977
2024,20113,10,3,divendres,2046
2024,20113,10,4,dissabte,1651
2024,20113,10,5,diumenge,1671
2024,20113,11,1,dilluns,1661
2024,20113,11,2,laborables,1942
2024,20113,11,3,divendres,1952
2024,20113,11,4,dissabte,1675
2024,20113,11,5,diumenge,1587
2024,20113,12,1,dilluns,1450
2024,20113,12,2,laborables,1620
2024,20113,12,3,divendres,1601
2024,20113,12,4,dissabte,1509
2024,20113,12,5,diumenge,1107
2024,20114,1,1,dilluns,2771
2024,20114,1,2,laborables,2716
2024,20114,1,3,divendres,2453
2024,20114,1,4,dissabte,2256
2024,20114,1,5,diumenge,1790
2024,20114,2,1,dilluns,2898
2024,20114,2,2,laborables,3268
2024,20114,2,3,divendres,2654
2024,20114,2,4,dissabte,2362
2024,20114,2,5,diumenge,2051
2024,20114,3,1,dilluns,Mesura no disponible
2024,20114,3,2,laborables,Mesura no disponible
2024,20114,3,3,divendres,Mesura no disponible
2024,20114,3,4,dissabte,Mesura no disponible
2024,20114,3,5,diumenge,Mesura no disponible
2024,20114,4,1,dilluns,2225
2024,20114,4,2,laborables,3312
2024,20114,4,3,divendres,3359
2024,20114,4,4,dissabte,2722
2024,20114,4,5,diumenge,2281
2024,20114,5,1,dilluns,Mesura no disponible
2024,20114,5,2,laborables,Mesura no disponible
2024,20114,5,3,divendres,Mesura no disponible
2024,20114,5,4,dissabte,Mesura no disponible
2024,20114,5,5,diumenge,Mesura no disponible
2024,20114,6,1,dilluns,Mesura no disponible
2024,20114,6,2,laborables,Mesura no disponible
2024,20114,6,3,divendres,Mesura no disponible
2024,20114,6,4,dissabte,Mesura no disponible
2024,20114,6,5,diumenge,Mesura no disponible
2024,20114,7,1,dilluns,Mesura no disponible
2024,20114,7,2,laborables,Mesura no disponible
2024,20114,7,3,divendres,Mesura no disponible
2024,20114,7,4,dissabte,Mesura no disponible
2024,20114,7,5,diumenge,Mesura no disponible
2024,20114,8,1,dilluns,Mesura no disponible
2024,20114,8,2,laborables,Mesura no disponible
2024,20114,8,3,divendres,Mesura no disponible
2024,20114,8,4,dissabte,Mesura no disponible
2024,20114,8,5,diumenge,Mesura no disponible
2024,20114,9,1,dilluns,3186
2024,20114,9,2,laborables,3166
2024,20114,9,3,divendres,2947
2024,20114,9,4,dissabte,2637
2024,20114,9,5,diumenge,2350
2024,20114,10,1,dilluns,3239
2024,20114,10,2,laborables,3487
2024,20114,10,3,divendres,3369
2024,20114,10,4,dissabte,2496
2024,20114,10,5,diumenge,2580
2024,20114,11,1,dilluns,2853
2024,20114,11,2,laborables,3294
2024,20114,11,3,divendres,3316
2024,20114,11,4,dissabte,2246
2024,20114,11,5,diumenge,2134
2024,20114,12,1,dilluns,2318
2024,20114,12,2,laborables,2592
2024,20114,12,3,divendres,2384
2024,20114,12,4,dissabte,2073
2024,20114,12,5,diumenge,1526
2024,20115,1,1,dilluns,2357
2024,20115,1,2,laborables,2301
2024,20115,1,3,divendres,2027
2024,20115,1,4,dissabte,1907
2024,20115,1,5,diumenge,1532
2024,20115,2,1,dilluns,2492
2024,20115,2,2,laborables,2708
2024,20115,2,3,divendres,2280
2024,20115,2,4,dissabte,2029
2024,20115,2,5,diumenge,1786
2024,20115,3,1,dilluns,Mesura no disponible
2024,20115,3,2,laborables,Mesura no disponible
2024,20115,3,3,divendres,Mesura no disponible
2024,20115,3,4,dissabte,Mesura no disponible
2024,20115,3,5,diumenge,Mesura no disponible
2024,20115,4,1,dilluns,1906
2024,20115,4,2,laborables,2817
2024,20115,4,3,divendres,2947
2024,20115,4,4,dissabte,2274
2024,20115,4,5,diumenge,1930
2024,20115,5,1,dilluns,Mesura no disponible
2024,20115,5,2,laborables,Mesura no disponible
2024,20115,5,3,divendres,Mesura no disponible
2024,20115,5,4,dissabte,Mesura no disponible
2024,20115,5,5,diumenge,Mesura no disponible
2024,20115,6,1,dilluns,Mesura no disponible
2024,20115,6,2,laborables,Mesura no disponible
2024,20115,6,3,divendres,Mesura no disponible
2024,20115,6,4,dissabte,Mesura no disponible
2024,20115,6,5,diumenge,Mesura no disponible
2024,20115,7,1,dilluns,Mesura no disponible
2024,20115,7,2,laborables,Mesura no disponible
2024,20115,7,3,divendres,Mesura no disponible
2024,20115,7,4,dissabte,Mesura no disponible
2024,20115,7,5,diumenge,Mesura no disponible
2024,20115,8,1,dilluns,2251
2024,20115,8,2,laborables,2389
2024,20115,8,3,divendres,2276
2024,20115,8,4,dissabte,2183
2024,20115,8,5,diumenge,1945
2024,20115,9,1,dilluns,2656
2024,20115,9,2,laborables,2678
2024,20115,9,3,divendres,2461
2024,20115,9,4,dissabte,2216
2024,20115,9,5,diumenge,1915
2024,20115,10,1,dilluns,2699
2024,20115,10,2,laborables,2912
2024,20115,10,3,divendres,2958
2024,20115,10,4,dissabte,2072
2024,20115,10,5,diumenge,2156
2024,20115,11,1,dilluns,2468
2024,20115,11,2,laborables,2828
2024,20115,11,3,divendres,2807
2024,20115,11,4,dissabte,1955
2024,20115,11,5,diumenge,1850
2024,20115,12,1,dilluns,1983
2024,20115,12,2,laborables,2260
2024,20115,12,3,divendres,2128
2024,20115,12,4,dissabte,1802
2024,20115,12,5,diumenge,1304
2024,20116,1,1,dilluns,1037
2024,20116,1,2,laborables,1042
2024,20116,1,3,divendres,1096
2024,20116,1,4,dissabte,877
2024,20116,1,5,diumenge,608
2024,20116,2,1,dilluns,994
2024,20116,2,2,laborables,1055
2024,20116,2,3,divendres,1102
2024,20116,2,4,dissabte,730
2024,20116,2,5,diumenge,610
2024,20116,3,1,dilluns,1093
2024,20116,3,2,laborables,1157
2024,20116,3,3,divendres,1171
2024,20116,3,4,dissabte,770
2024,20116,3,5,diumenge,631
2024,20116,4,1,dilluns,950
2024,20116,4,2,laborables,1269
2024,20116,4,3,divendres,1331
2024,20116,4,4,dissabte,815
2024,20116,4,5,diumenge,711
2024,20116,5,1,dilluns,1251
2024,20116,5,2,laborables,1185
2024,20116,5,3,divendres,1282
2024,20116,5,4,dissabte,952
2024,20116,5,5,diumenge,930
2024,20116,6,1,dilluns,1309
2024,20116,6,2,laborables,1253
2024,20116,6,3,divendres,1249
2024,20116,6,4,dissabte,989
2024,20116,6,5,diumenge,865
2024,20116,7,1,dilluns,1194
2024,20116,7,2,laborables,1289
2024,20116,7,3,divendres,1200
2024,20116,7,4,dissabte,812
2024,20116,7,5,diumenge,715
2024,20116,8,1,dilluns,978
2024,20116,8,2,laborables,1057
2024,20116,8,3,divendres,1088
2024,20116,8,4,dissabte,801
2024,20116,8,5,diumenge,796
2024,20116,9,1,dilluns,1260
2024,20116,9,2,laborables,1383
2024,20116,9,3,divendres,1353
2024,20116,9,4,dissabte,1020
2024,20116,9,5,diumenge,892
2024,20116,10,1,dilluns,1213
2024,20116,10,2,laborables,1345
2024,20116,10,3,divendres,1402
2024,20116,10,4,dissabte,887
2024,20116,10,5,diumenge,801
2024,20116,11,1,dilluns,1181
2024,20116,11,2,laborables,1293
2024,20116,11,3,divendres,1378
2024,20116,11,4,dissabte,916
2024,20116,11,5,diumenge,870
2024,20116,12,1,dilluns,1082
2024,20116,12,2,laborables,1187
2024,20116,12,3,divendres,1243
2024,20116,12,4,dissabte,821
2024,20116,12,5,diumenge,666
2024,20117,1,1,dilluns,1002
2024,20117,1,2,laborables,976
2024,20117,1,3,divendres,845
2024,20117,1,4,dissabte,777
2024,20117,1,5,diumenge,552
2024,20117,2,1,dilluns,1041
2024,20117,2,2,laborables,1112
2024,20117,2,3,divendres,945
2024,20117,2,4,dissabte,638
2024,20117,2,5,diumenge,686
2024,20117,3,1,dilluns,926
2024,20117,3,2,laborables,1014
2024,20117,3,3,divendres,1068
2024,20117,3,4,dissabte,624
2024,20117,3,5,diumenge,556
2024,20117,4,1,dilluns,724
2024,20117,4,2,laborables,1030
2024,20117,4,3,divendres,1088
2024,20117,4,4,dissabte,720
2024,20117,4,5,diumenge,630
2024,20117,5,1,dilluns,1019
2024,20117,5,2,laborables,1052
2024,20117,5,3,divendres,1083
2024,20117,5,4,dissabte,716
2024,20117,5,5,diumenge,697
2024,20117,6,1,dilluns,1001
2024,20117,6,2,laborables,1016
2024,20117,6,3,divendres,1049
2024,20117,6,4,dissabte,686
2024,20117,6,5,diumenge,647
2024,20117,7,1,dilluns,837
2024,20117,7,2,laborables,926
2024,20117,7,3,divendres,906
2024,20117,7,4,dissabte,614
2024,20117,7,5,diumenge,595
2024,20117,8,1,dilluns,642
2024,20117,8,2,laborables,731
2024,20117,8,3,divendres,705
2024,20117,8,4,dissabte,576
2024,20117,8,5,diumenge,536
2024,20117,9,1,dilluns,992
2024,20117,9,2,laborables,1032
2024,20117,9,3,divendres,1050
2024,20117,9,4,dissabte,769
2024,20117,9,5,diumenge,740
2024,20117,10,1,dilluns,1019
2024,20117,10,2,laborables,1071
2024,20117,10,3,divendres,1160
2024,20117,10,4,dissabte,747
2024,20117,10,5,diumenge,736
2024,20117,11,1,dilluns,968
2024,20117,11,2,laborables,1090
2024,20117,11,3,divendres,1141
2024,20117,11,4,dissabte,801
2024,20117,11,5,diumenge,715
2024,20117,12,1,dilluns,886
2024,20117,12,2,laborables,916
2024,20117,12,3,divendres,938
2024,20117,12,4,dissabte,703
2024,20117,12,5,diumenge,607
2024,20118,1,1,dilluns,306
2024,20118,1,2,laborables,332
2024,20118,1,3,divendres,269
2024,20118,1,4,dissabte,232
2024,20118,1,5,diumenge,161
2024,20118,2,1,dilluns,289
2024,20118,2,2,laborables,320
2024,20118,2,3,divendres,255
2024,20118,2,4,dissabte,170
2024,20118,2,5,diumenge,193
2024,20118,3,1,dilluns,275
2024,20118,3,2,laborables,315
2024,20118,3,3,divendres,317
2024,20118,3,4,dissabte,197
2024,20118,3,5,diumenge,158
2024,20118,4,1,dilluns,243
2024,20118,4,2,laborables,330
2024,20118,4,3,divendres,338
2024,20118,4,4,dissabte,234
2024,20118,4,5,diumenge,182
2024,20118,5,1,dilluns,329
2024,20118,5,2,laborables,348
2024,20118,5,3,divendres,336
2024,20118,5,4,dissabte,233
2024,20118,5,5,diumenge,220
2024,20118,6,1,dilluns,322
2024,20118,6,2,laborables,325
2024,20118,6,3,divendres,332
2024,20118,6,4,dissabte,228
2024,20118,6,5,diumenge,200
2024,20118,7,1,dilluns,278
2024,20118,7,2,laborables,306
2024,20118,7,3,divendres,305
2024,20118,7,4,dissabte,210
2024,20118,7,5,diumenge,185
2024,20118,8,1,dilluns,200
2024,20118,8,2,laborables,228
2024,20118,8,3,divendres,224
2024,20118,8,4,dissabte,187
2024,20118,8,5,diumenge,170
2024,20118,9,1,dilluns,300
2024,20118,9,2,laborables,314
2024,20118,9,3,divendres,330
2024,20118,9,4,dissabte,225
