register_id,name,addresses_road_id,addresses_road_name,addresses_start_street_number,addresses_end_street_number,addresses_neighborhood_id,addresses_neighborhood_name,addresses_district_id,addresses_district_name,addresses_zip_code,addresses_town,addresses_main_address,secondary_filters_id,secondary_filters_name,secondary_filters_fullpath,secondary_filters_tree,secondary_filters_asia_id,geo_epgs_25831_x,geo_epgs_25831_y,geo_epgs_4326_lat,geo_epgs_4326_lon
?99400603077,"Parada de taxis * C Consell de Cent, 250",89004,C Consell de Cent,250,,8,l'Antiga Esquerra de l'Eixample,2,Eixample,8011,BARCELONA,TRUE,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,6.5103E+13,429832.259,4582078.288,41.38717416,2.160751757
?99400603003,"Parada de taxis * Pl Karl Marx, 1",700013,Pl Karl Marx,1,,43,Horta,7,Horta-Guinardó,8035,BARCELONA,TRUE,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,6.5103E+13,430031.4558,4588039.285,41.44087998,2.162444619
?99400603007,"Parada de taxis * C Doctor Aiguader, 88",700813,C Doctor Aiguader,88,,3,la Barceloneta,1,Ciutat Vella,8003,BARCELONA,TRUE,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,6.5103E+13,432607.1571,4581881.111,41.38563551,2.19395992
?99400603013,"Parada de taxis * C Diputació, 233",100800,C Diputació,233,,7,la Dreta de l'Eixample,2,Eixample,8007,BARCELONA,TRUE,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,6.5103E+13,430119.0542,4582207.589,41.38836369,2.164166733
?99400603026,"Parada de taxis * C Roger de Llúria, 16",176801,C Roger de Llúria,16,,7,la Dreta de l'Eixample,2,Eixample,8010,BARCELONA,TRUE,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,6.5103E+13,430818.2373,4582438.911,41.39050759,2.172502275
?99400603103,"Parada de taxis * Av República Argentina, 31",279600,Av República Argentina,31,,27,el Putxet i el Farró,5,Sarrià-Sant Gervasi,8023,BARCELONA,TRUE,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,6.5103E+13,428729.1312,4584440.968,41.40835693,2.14728097
?99400603111,"Parada de taxis * Pl Doctor Andreu, 1",137402,Pl Doctor Andreu,1,,25,Sant Gervasi - la Bonanova,5,Sarrià-Sant Gervasi,8035,BARCELONA,TRUE,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,6.5103E+13,427414.7738,4585328.396,41.41623198,2.131450621
?99400603116,"Parada de taxis * C Espronceda, 2",115603,C Espronceda,2,,69,Diagonal Mar i el Front Marítim del Poblenou,10,Sant Martí,8005,BARCELONA,TRUE,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,6.5103E+13,433979.3084,4583595.879,41.4011938,2.210182845
?99400603121,"Parada de taxis * C Tuset, 38",348408,C Tuset,38,,26,Sant Gervasi - Galvany,5,Sarrià-Sant Gervasi,8006,BARCELONA,TRUE,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,6.5103E+13,429022.0476,4583159.727,41.3968432,2.150935424
?99400603128,"Parada de taxis * Pl Espanya, 6",114000,Pl Espanya,6,,15,Hostafrancs,3,Sants-Montjuïc,8014,BARCELONA,TRUE,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,6.5103E+13,428811.3642,4580795.974,41.37553512,2.148693169
?99400603161,"Parada de taxis * C Llull, 111",186703,C Llull,111,,68,el Poblenou,10,Sant Martí,8005,BARCELONA,TRUE,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,6.5103E+13,432869.8773,4583174.073,41.39730284,2.196958535
?99400603164,"Parada de taxis * C Gran de Gràcia, 81",206403,C Gran de Gràcia,81,,31,la Vila de Gràcia,6,Gràcia,8012,BARCELONA,TRUE,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,6.5103E+13,429340.2115,4583557.451,41.40045338,2.154694603
?99400603165,"Parada de taxis * C Enric Granados, 77",110304,C Enric Granados,77,,8,l'Antiga Esquerra de l'Eixample,2,Eixample,8008,BARCELONA,TRUE,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,6.5103E+13,429532.5018,4582572.844,41.39160225,2.15710932
?99400603169,"Parada de taxis * C Provença, 211",268003,C Provença,211,,8,l'Antiga Esquerra de l'Eixample,2,Eixample,8008,BARCELONA,TRUE,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,6.5103E+13,429628.8359,4582665.621,41.3924463,2.158250712
?99400603174,"Parada de taxis * Rda Litoral (Llobregat), 108",701266,Rda Litoral (Llobregat),108,,2,el Barri Gòtic,1,Ciutat Vella,8039,BARCELONA,TRUE,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,6.5103E+13,431253.6695,4580766.739,41.37548415,2.177899771
?99400603178,"Parada de taxis * C Laforja, 67",175900,C Laforja,67,,26,Sant Gervasi - Galvany,5,Sarrià-Sant Gervasi,8021,BARCELONA,TRUE,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,6.5103E+13,428622.5325,4583179.388,41.39698492,2.146154466
?99400603281,"Parada de taxis * Pl Joan Peiró, 1",700156,Pl Joan Peiró,1,,18,Sants,3,Sants-Montjuïc,8014,BARCELONA,TRUE,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,6.5103E+13,428045.5536,4581159.052,41.37873712,2.139493132
?99400603284,"Parada de taxis * Moll Adossat, 8",540074,Moll Adossat,8,,12,la Marina del Prat Vermell,3,Sants-Montjuïc,8039,BARCELONA,TRUE,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,6.5103E+13,431112.0293,4578360.886,41.35380316,2.176479407
?99400603287,"Parada de taxis * Pg Mare Nostrum, 13",701644,Pg Mare Nostrum,13,,3,la Barceloneta,1,Ciutat Vella,8039,BARCELONA,TRUE,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,6.5103E+13,432184.7225,4580081.393,41.36939041,2.189109317
?99400603028,"Parada de taxis * C Ciutat de Granada, 99",148704,C Ciutat de Granada,99,,66,el Parc i la Llacuna del Poblenou,10,Sant Martí,8018,BARCELONA,TRUE,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,6.5103E+13,432657.0042,4583603.802,41.4011555,2.194364492
?99400603034,"Parada de taxis * C Tuset, 38",348408,C Tuset,38,,26,Sant Gervasi - Galvany,5,Sarrià-Sant Gervasi,8006,BARCELONA,TRUE,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,6.5103E+13,429021.7307,4583154.802,41.39679882,2.15093221
?99400603046,"Parada de taxis * Pl Sant Gregori Taumaturg, 3",302702,Pl Sant Gregori Taumaturg,3,,26,Sant Gervasi - Galvany,5,Sarrià-Sant Gervasi,8021,BARCELONA,TRUE,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,6.5103E+13,427975.2099,4582930.206,41.39468292,2.138441411
?99400603048,"Parada de taxis * C Constança, 20",89605,C Constança,20,,19,les Corts,4,Les Corts,8029,BARCELONA,TRUE,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,6.5103E+13,427669.959,4582331.223,41.38926073,2.134861939
